cruise_name,date,latitude,longitude,pres,temp,alkali,alkali_q,doxy,doxy_q,psal,psal_q,categ
GEOSECS_LEG_3,09-Dec-1977 00:00:00,35.597,17.252,26,17.542,2536,2,243,2,37.98,2,training
GEOSECS_LEG_3,09-Dec-1977 00:00:00,35.597,17.252,79,16.531,2580,2,242,2,38.336,2,training
GEOSECS_LEG_3,09-Dec-1977 00:00:00,35.597,17.252,89,15.856,2592,2,247,2,38.429,2,training
GEOSECS_LEG_3,09-Dec-1977 00:00:00,35.597,17.252,136,14.574,2621,2,229,2,38.603,2,training
GEOSECS_LEG_3,09-Dec-1977 00:00:00,35.597,17.252,149,14.571,2616,2,220,2,38.638,2,training
GEOSECS_LEG_3,09-Dec-1977 00:00:00,35.597,17.252,195,14.693,2631,2,213,2,38.82,2,training
GEOSECS_LEG_3,09-Dec-1977 00:00:00,35.597,17.252,347,14.257,2635,2,208,2,38.818,2,training
GEOSECS_LEG_3,09-Dec-1977 00:00:00,35.597,17.252,497,14.033,2622,2,203,2,38.795,2,training
GEOSECS_LEG_3,09-Dec-1977 00:00:00,35.597,17.252,670,13.822,2627,2,197,2,38.75,2,training
GEOSECS_LEG_3,09-Dec-1977 00:00:00,35.597,17.252,849,13.729,2614,2,190,2,38.731,2,training
GEOSECS_LEG_3,09-Dec-1977 00:00:00,35.597,17.252,1104,13.654,2624,2,190,2,38.711,2,training
GEOSECS_LEG_3,09-Dec-1977 00:00:00,35.597,17.252,1113,13.654,2621,2,188,2,38.71,2,training
GEOSECS_LEG_3,09-Dec-1977 00:00:00,35.597,17.252,1348,13.638,2611,2,187,2,38.701,2,training
GEOSECS_LEG_3,09-Dec-1977 00:00:00,35.597,17.252,1646,13.633,2618,2,188,2,38.69,2,training
GEOSECS_LEG_3,09-Dec-1977 00:00:00,35.597,17.252,1990,13.641,2615,2,191,2,38.68,2,training
GEOSECS_LEG_3,09-Dec-1977 00:00:00,35.597,17.252,2384,13.667,2621,2,193,2,38.672,2,training
GEOSECS_LEG_3,09-Dec-1977 00:00:00,35.597,17.252,2779,13.708,2619,2,194,2,38.667,2,training
GEOSECS_LEG_3,09-Dec-1977 00:00:00,35.597,17.252,3133,13.755,2619,2,193,2,38.663,2,training
GEOSECS_LEG_3,09-Dec-1977 00:00:00,35.597,17.252,3337,13.791,2620,2,195,2,38.663,2,training
GEOSECS_LEG_3,09-Dec-1977 00:00:00,35.597,17.252,3539,13.828,2618,2,194,2,38.663,2,training
GEOSECS_LEG_3,09-Dec-1977 00:00:00,35.597,17.252,3845,13.885,2622,2,194,2,38.663,2,training
GEOSECS_LEG_3,09-Dec-1977 00:00:00,35.597,17.252,4088,13.93,2621,2,194,2,38.664,2,training
MEDIPROD IV,30-Oct-1981 00:00:00,36.1667,-4.5717,4,18.1056536,2384,2,245.84752396937,2,36.443,2,training
MEDIPROD IV,30-Oct-1981 00:00:00,36.1667,-4.5717,10.0783150000646,18.09403238976,2394,2,239.551095163181,2,36.529,2,training
MEDIPROD IV,30-Oct-1981 00:00:00,36.1667,-4.5717,30,16.74598,2391,2,224.454000120578,2,36.533,2,training
MEDIPROD IV,30-Oct-1981 00:00:00,36.1667,-4.5717,54,15.8062056,2403,2,210.444073276848,2,36.677,2,training
MEDIPROD IV,30-Oct-1981 00:00:00,36.1667,-4.5717,79,14.49652,2451,2,195.09005393474,2,37.179,2,training
MEDIPROD IV,30-Oct-1981 00:00:00,36.1667,-4.5717,104,13.8166832,2504,2,181.124218245993,2,37.521,2,training
MEDIPROD IV,30-Oct-1981 00:00:00,36.1667,-4.5717,126.011476034435,13.4494313616,2533,2,167.173785295388,2,38.006,2,training
MEDIPROD IV,30-Oct-1981 00:00:00,36.1667,-4.5717,153,13.2268248,2561,2,168.837482166338,2,38.302,2,training
MEDIPROD IV,30-Oct-1981 00:00:00,36.1667,-4.5717,602,13.0568656,2576,2,183.570450820022,2,38.474,2,training
MEDIPROD IV,30-Oct-1981 00:00:00,36.1667,-4.5717,1006,12.9768848,2573,2,190.079180081904,2,38.438,2,training
MEDIPROD IV,05-Nov-1981 00:00:00,36.1733,-2.495,2,20.3351184,2392,2,228.535544066183,2,36.644,2,training
MEDIPROD IV,05-Nov-1981 00:00:00,36.1733,-2.495,33,20.3251208,2388,2,227.238546745262,2,36.522,2,training
MEDIPROD IV,05-Nov-1981 00:00:00,36.1733,-2.495,54,16.5860184,2373,2,220.951831573307,2,36.505,2,training
MEDIPROD IV,05-Nov-1981 00:00:00,36.1733,-2.495,104,14.8864264,2427,2,199.509664900326,2,36.984,2,training
MEDIPROD IV,05-Nov-1981 00:00:00,36.1733,-2.495,151,13.6567216,2507,2,174.120135202492,2,37.81,2,training
MEDIPROD IV,05-Nov-1981 00:00:00,36.1733,-2.495,189,13.24682,2547,2,179.272078794623,2,38.245,2,training
MEDIPROD IV,05-Nov-1981 00:00:00,36.1733,-2.495,275,13.2768128,2568,2,180.110300357892,2,38.469,2,training
MEDIPROD IV,05-Nov-1981 00:00:00,36.1733,-2.495,1515,12.8029665504,2566,2,194.414873094386,2,38.432,2,training
MEDIPROD IV,08-Nov-1981 00:00:00,37.9983,2.635,6,19.8852264,2413,2,231.931487705206,2,37.007,2,training
MEDIPROD IV,08-Nov-1981 00:00:00,37.9983,2.635,25,19.8852264,2435,2,232.359984295279,2,37.007,2,training
MEDIPROD IV,08-Nov-1981 00:00:00,37.9983,2.635,104,13.3667912,2522,2,198.831793441189,2,38.041,2,training
MEDIPROD IV,08-Nov-1981 00:00:00,37.9983,2.635,153,13.1168512,2542,2,197.929281297064,2,38.274,2,training
MEDIPROD IV,08-Nov-1981 00:00:00,37.9983,2.635,199,13.2268248,2550,2,188.358335935719,2,38.359,2,training
MEDIPROD IV,08-Nov-1981 00:00:00,37.9983,2.635,301,13.3667912,2566,2,180.10871335504,2,38.497,2,training
MEDIPROD IV,08-Nov-1981 00:00:00,37.9983,2.635,400,13.296808,2563,2,181.405984720641,2,38.514,2,training
MEDIPROD IV,08-Nov-1981 00:00:00,37.9983,2.635,498,13.2068296,2568,2,183.571583528832,2,38.512,2,training
MEDIPROD IV,08-Nov-1981 00:00:00,37.9983,2.635,986,13.0168752,2555,2,193.985859391401,2,38.44,2,training
MEDIPROD IV,08-Nov-1981 00:00:00,37.9983,2.635,2615,13.1568416,2561.25,2,206.139850732279,2,38.4246,2,training
MEDIPROD IV,10-Nov-1981 00:00:00,39.1767,6.1733,4,19.6352864,2468,2,226.174932231705,2,37.481,2,training
MEDIPROD IV,10-Nov-1981 00:00:00,39.1767,6.1733,25,19.645284,2453,2,227.050978479059,2,37.51,2,training
MEDIPROD IV,10-Nov-1981 00:00:00,39.1767,6.1733,54,19.6252888,2459,2,226.611233943896,2,37.529,2,training
MEDIPROD IV,10-Nov-1981 00:00:00,39.1767,6.1733,103,14.6864744,2458,2,237.20434312333,2,37.476,2,training
MEDIPROD IV,10-Nov-1981 00:00:00,39.1767,6.1733,150,13.5567456,2519,2,215.789034561224,2,38.085,2,training
MEDIPROD IV,10-Nov-1981 00:00:00,39.1767,6.1733,184,13.1668392,2523,2,212.270783102666,2,38.224,2,training
MEDIPROD IV,10-Nov-1981 00:00:00,39.1767,6.1733,284,13.2868104,2548,2,196.604625464716,2,38.446,2,training
MEDIPROD IV,10-Nov-1981 00:00:00,39.1767,6.1733,409,13.4567696,2557,2,183.574225469577,2,38.541,2,training
MEDIPROD IV,10-Nov-1981 00:00:00,39.1767,6.1733,600,13.2568176,2551,2,187.476475885686,2,38.508,2,training
MEDIPROD IV,10-Nov-1981 00:00:00,39.1767,6.1733,1000,13.0768608,2550,2,191.818372025134,2,38.456,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,16,14.4165392,2565,2,243.541526216073,2,38.418,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,26,14.3565536,2563,2,238.765536411122,2,38.421,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,55,13.396784,2565,2,196.611864931759,2,38.446,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,79,13.24682,2565,2,197.464498168619,2,38.466,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,105,13.2068296,2566,2,196.158355467674,2,38.477,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,153,13.1668392,2569,2,194.426633032068,2,38.504,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,200,13.146844,2568,2,193.123155494609,2,38.497,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,301,13.046868,2567,2,195.288997522186,2,38.477,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,406,13.0068776,2564,2,194.85072947865,2,38.47,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,503,12.99688,2565,2,192.683570458414,2,38.466,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,605.859073130438,12.92231390016,2574,2,194.852227779097,2,38.458,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,782,12.9668872,2566,2,197.0263112649,2,38.449,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,1160,13.0168752,2573,2,200.930520411757,2,38.452,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,1478,13.0568656,2570,2,200.055755167965,2,38.449,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,1961,13.0768608,2565,2,200.055456578649,2,38.434,2,training
MEDIPROD IV,27-Oct-1981 00:00:00,35.8467,-4.8,49,15.6762368,2371,2,215.291140172165,2,36.302,2,training
MEDIPROD IV,27-Oct-1981 00:00:00,35.8467,-4.8,73,15.7362224,2435,2,214.790636417283,2,36.964,2,training
MEDIPROD IV,27-Oct-1981 00:00:00,35.8467,-4.8,98,15.49628,2464,2,210.77058259874,2,37.266,2,training
MEDIPROD IV,27-Oct-1981 00:00:00,35.8467,-4.8,126.007932443243,14.815418446,2425,2,195.704294210245,2,36.842,2,training
MEDIPROD IV,27-Oct-1981 00:00:00,35.8467,-4.8,149,13.6667192,2471,2,180.632684505607,2,37.957,2,training
MEDIPROD IV,27-Oct-1981 00:00:00,35.8467,-4.8,197,13.1868344,2536,2,171.870851871559,2,38.365,2,training
MEDIPROD IV,27-Oct-1981 00:00:00,35.8467,-4.8,1034,12.946892,2578,2,191.381145657761,2,38.434,2,training
MEDIPROD IV,27-Oct-1981 00:00:00,35.8467,-4.8,484,13.0868584,2577,2,184.874755615509,2,38.482,2,training
ALMOFRONT,27-Apr-1991 00:00:00,37.23276,-0.58272,66.4307008518386,14.06562344,2503,2,218.983258691946,2,37.734,2,training
ALMOFRONT,27-Apr-1991 00:00:00,37.23276,-0.58272,81.4534184430624,13.7516988,2522,2,201.563379100987,2,37.957,2,training
ALMOFRONT,27-Apr-1991 00:00:00,37.23276,-0.58272,100.611363058163,13.58273936,2532,2,205.882413061657,2,38.059,2,training
ALMOFRONT,27-Apr-1991 00:00:00,37.23276,-0.58272,222.655622213364,13.29280896,2556,2,182.953967105177,2,38.322,2,training
ALMOFRONT,27-Apr-1991 00:00:00,37.23276,-0.58272,355.87061221036,13.35079504,2570,2,181.412952742115,2,38.492,2,training
ALMOFRONT,27-Apr-1991 00:00:00,37.23276,-0.58272,757.508504668545,13.13884592,2572,2,192.514001047216,2,38.484,2,training
ALMOFRONT,27-Apr-1991 00:00:00,37.23276,-0.58272,1018.78307447178,13.05486608,2571.5,2,193.033807967216,2,38.458,2,training
ALMOFRONT,28-Apr-1991 00:00:00,37.10939,-0.59115,35.0774137029934,15.67323752,2428,2,253.818393150532,2,37.045,2,training
ALMOFRONT,28-Apr-1991 00:00:00,37.10939,-0.59115,60.2800893961428,14.44253296,2468,2,232.618126086207,2,37.409,2,training
ALMOFRONT,28-Apr-1991 00:00:00,37.10939,-0.59115,70.7652361531601,14.31056464,2474,2,218.33738237955,2,37.504,2,training
ALMOFRONT,28-Apr-1991 00:00:00,37.10939,-0.59115,80.9483956976156,14.04062944,2493,2,223.510168402688,2,37.667,2,training
ALMOFRONT,28-Apr-1991 00:00:00,37.10939,-0.59115,112.105684544178,13.35379432,2512,2,211.157696781971,2,37.859,2,training
ALMOFRONT,28-Apr-1991 00:00:00,37.10939,-0.59115,180.787999815682,13.32580104,2550,2,195.677745250379,2,38.292,2,training
ALMOFRONT,28-Apr-1991 00:00:00,37.10939,-0.59115,251.206684331953,13.2418212,2561,2,179.206793137988,2,38.413,2,training
ALMOFRONT,28-Apr-1991 00:00:00,37.10939,-0.59115,353.040138424535,13.29380872,2567,2,175.854767954917,2,38.499,2,training
ALMOFRONT,28-Apr-1991 00:00:00,37.10939,-0.59115,504.513410736267,13.12384952,2564,2,180.840857398442,2,38.483,2,training
ALMOFRONT,28-Apr-1991 00:00:00,37.04761,-0.58873,6.45057185246345,15.79520824,2421,2,253.535162799347,2,36.972,2,training
ALMOFRONT,28-Apr-1991 00:00:00,37.04761,-0.58873,33.4643551086793,15.521274,2427,2,253.77911607695,2,36.978,2,training
ALMOFRONT,28-Apr-1991 00:00:00,37.04761,-0.58873,40.6215365239563,14.75045904,2438,2,250.756172989929,2,37.109,2,training
ALMOFRONT,28-Apr-1991 00:00:00,37.04761,-0.58873,67.7402523840551,14.24757976,2476,2,207.175612028191,2,37.469,2,training
ALMOFRONT,28-Apr-1991 00:00:00,37.04761,-0.58873,83.0652882278877,13.98964168,2496,2,203.956026058186,2,37.711,2,training
ALMOFRONT,28-Apr-1991 00:00:00,37.04761,-0.58873,106.357313986139,13.41278016,2514,2,229.350553732213,2,37.879,2,training
ALMOFRONT,28-Apr-1991 00:00:00,37.04761,-0.58873,145.989564339889,13.39078544,2539,2,215.107158985507,2,38.147,2,training
ALMOFRONT,28-Apr-1991 00:00:00,37.04761,-0.58873,373.632433968063,13.22582504,2570,2,185.270904515863,2,38.491,2,training
ALMOFRONT,28-Apr-1991 00:00:00,37.04761,-0.58873,505.318762962149,13.14084544,2570,2,187.784663333123,2,38.487,2,training
ALMOFRONT,28-Apr-1991 00:00:00,37.04761,-0.58873,757.091474577236,13.00987688,2569,2,195.550947450856,2,38.456,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.5891,-0.58885,5.64401091752721,15.78721016,2429,2,253.706514233214,2,36.983,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.5891,-0.58885,33.6645947670152,15.63824592,2427,2,253.828612943988,2,36.981,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.5891,-0.58885,44.0472100522832,14.99440048,2443,2,249.954506499299,2,37.051,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.5891,-0.58885,75.7020307662349,14.22958408,2479,2,210.946923397577,2,37.515,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.5891,-0.58885,85.2800060761398,14.16959848,2494,2,211.226334715743,2,37.653,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.5891,-0.58885,124.301878435763,13.73870192,2530,2,187.697969847273,2,38.05,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.5891,-0.58885,131.663354257369,13.67271776,2534,2,189.904952410719,2,38.083,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.5891,-0.58885,404.207973495342,13.18783416,2570,2,185.530543255029,2,38.485,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.5891,-0.58885,504.793127414615,13.09985528,2569,2,188.174974300901,2,38.478,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.5891,-0.58885,757.566240918708,13.00987688,2569,2,194.205316450334,2,38.458,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.5891,-0.58885,986.835035674273,12.9618884,2568,2,198.284313458185,2,38.439,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.53699,-1.28227,5.94634526571364,16.171118,2410,2,253.561295451706,2,36.719,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.53699,-1.28227,31.0436733627565,15.55926488,2415,2,253.472694008962,2,36.772,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.53699,-1.28227,55.8413800766653,15.3513148,2415,2,252.58829869749,2,36.788,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.53699,-1.28227,74.8951380714242,14.7064696,2419,2,244.414599726747,2,36.84,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.53699,-1.28227,160.404936037755,13.78469088,2531,2,191.398948892479,2,37.989,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.53699,-1.28227,191.571680815579,13.47276576,2547,2,189.882769864845,2,38.181,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.53699,-1.28227,201.7598084126,13.41977848,2550,2,190.700290185223,2,38.217,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.53699,-1.28227,251.19392867125,13.21082864,2560,2,181.038093556925,2,38.343,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.53699,-1.28227,387.850217279376,13.30080704,2576,2,180.801154433302,2,38.508,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.53699,-1.28227,504.790797561569,13.18083584,2577,2,185.354596888609,2,38.496,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.53699,-1.28227,757.259364322458,13.04286896,2576,2,190.994417798424,2,38.463,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.53699,-1.28227,1021.3522880578,12.98288336,2577,2,198.154145237783,2,38.443,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.43844,-1.37289,6.75258273314255,16.11313192,2410,2,250.642426010555,2,36.73,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.43844,-1.37289,38.5025228841069,15.44929128,2413,2,250.557878196962,2,36.749,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.43844,-1.37289,55.3368527019529,14.85343432,2417,2,240.212364301284,2,36.805,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.43844,-1.37289,76.8100160787568,14.56050464,2436,2,239.810253848297,2,37.022,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.43844,-1.37289,90.1183598846643,14.53751016,2458,2,222.2665870517,2,37.191,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.43844,-1.37289,156.772775396037,13.61373192,2543,2,190.200676637572,2,38.123,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.43844,-1.37289,191.973490211282,13.37478928,2555,2,183.881058607887,2,38.233,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.43844,-1.37289,232.022281641801,13.23782216,2565,2,182.25258207363,2,38.357,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.43844,-1.37289,303.159305373533,13.31380392,2576,2,179.852452437915,2,38.47,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.43844,-1.37289,505.392458391392,13.13384712,2579,2,184.745959993158,2,38.491,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.43844,-1.37289,756.241510388005,13.0268728,2576,2,192.426521237067,2,38.459,2,training
ALMOFRONT,28-Apr-1991 00:00:00,36.43844,-1.37289,1021.64709158664,13.01287616,2574,2,193.337417079083,2,38.448,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.34295,-1.46134,5.64388827039591,16.34207696,2425,2,249.327368738845,2,36.856,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.34295,-1.46134,31.9503110182593,15.8661912,2425,2,251.12101645353,2,36.884,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.34295,-1.46134,55.6388085936272,14.63848592,2465,2,235.209684523094,2,37.256,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.34295,-1.46134,75.4987524032237,14.1116124,2500,2,197.018390882614,2,37.668,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.34295,-1.46134,90.4200694975494,13.89766376,2518,2,195.081265079165,2,37.785,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.34295,-1.46134,110.787252344696,13.7866904,2536,2,188.659821704593,2,38.017,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.34295,-1.46134,171.193879861288,13.24382072,2562,2,182.30271740902,2,38.312,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.34295,-1.46134,252.803953559726,13.31480368,2577,2,178.679858629235,2,38.478,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.34295,-1.46134,332.324160707963,13.31280416,2583,2,177.720001065013,2,38.512,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.34295,-1.46134,504.277086227518,13.11585144,2579,2,184.703012481101,2,38.483,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.34295,-1.46134,757.448599627866,13.04586824,2576,2,188.694438116511,2,38.463,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.34295,-1.46134,1021.33471752055,13.01587544,2576,2,193.163797020803,2,38.449,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.24433,-1.55046,6.34932910492632,15.97916408,2443,2,248.265836693367,2,37.076,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.24433,-1.55046,30.4380995989758,15.22234576,2448,2,249.566874355052,2,37.099,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.24433,-1.55046,44.8522821738551,14.60749336,2463,2,230.866776620948,2,37.234,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.24433,-1.55046,66.4248861822051,14.0666232,2505,2,194.924563111541,2,37.717,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.24433,-1.55046,81.446288359864,13.89766376,2524,2,190.632364884373,2,37.919,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.24433,-1.55046,106.248924863783,13.68071584,2540,2,191.687236553216,2,38.071,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.24433,-1.55046,164.838396234835,13.29580824,2563,2,187.425584188666,2,38.319,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.24433,-1.55046,252.297278851805,13.26581544,2575,2,180.113539414097,2,38.454,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.24433,-1.55046,338.881878862258,13.22382552,2579,2,179.628992521621,2,38.492,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.24433,-1.55046,505.080763527491,13.12584904,2579,2,183.444689717866,2,38.484,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.24433,-1.55046,757.239749811893,13.03587064,2578,2,189.605846835907,2,38.46,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.24433,-1.55046,1019.40220857643,12.99787976,2576,2,194.031655688419,2,38.445,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.14836,-2.03954,5.94614152923919,16.04914728,2434,2,248.547001433615,2,36.988,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.14836,-2.03954,19.7538912309445,15.60225456,2434,2,249.873097816898,2,36.969,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.14836,-2.03954,44.8519032229341,14.671478,2457,2,238.872622133827,2,37.194,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.14836,-2.03954,64.6097422824609,14.24258096,2489,2,209.560629681483,2,37.495,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.14836,-2.03954,79.4292631447596,13.98764216,2509,2,206.775141903641,2,37.736,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.14836,-2.03954,120.767792861785,13.52475328,2548,2,204.738975866501,2,38.137,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.14836,-2.03954,221.726312006697,13.2418212,2571,2,186.804555229699,2,38.397,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.14836,-2.03954,302.243295038787,13.2418212,2577,2,177.115753073113,2,38.469,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.14836,-2.03954,382.789205901822,13.21882672,2581,2,177.588421835674,2,38.495,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.14836,-2.03954,505.076487399645,13.09085744,2578,2,183.01038303792,2,38.477,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.14836,-2.03954,757.233331623686,12.9668872,2580,2,191.427803046458,2,38.447,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.14836,-2.03954,1021.11465245965,12.95588984,2580,2,195.550117809326,2,38.437,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.05093,-2.13894,5.94609059099545,16.3360784,2426,2,247.980375682461,2,36.849,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.05093,-2.13894,17.7379564392152,15.56926248,2440,2,250.995312490479,2,37.002,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.05093,-2.13894,48.9843570013458,14.57850032,2463,2,232.641635363404,2,37.264,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.05093,-2.13894,69.3472557693425,13.93965368,2507,2,191.012422221143,2,37.704,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.05093,-2.13894,101.407444651964,13.66971848,2541,2,187.515247914981,2,38.096,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.05093,-2.13894,136.497429682793,13.43277536,2554,2,190.915482745769,2,38.236,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.05093,-2.13894,182.384857225456,13.23282336,2563,2,183.600394617192,2,38.341,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.05093,-2.13894,232.417892346179,13.25481808,2572,2,180.376638319731,2,38.432,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.05093,-2.13894,302.74528162042,13.24282096,2572,2,176.376654805372,2,38.479,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.05093,-2.13894,504.567115984934,13.06386392,2576,2,182.706433103587,2,38.471,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.05093,-2.13894,757.73242823076,12.96888672,2577,2,191.341080856082,2,38.447,2,training
ALMOFRONT,29-Apr-1991 00:00:00,36.05093,-2.13894,1022.21951188541,12.81592344,2574,2,195.284165976048,2,38.438,2,training
ALMOFRONT,29-Apr-1991 00:00:00,35.54034,-2.18718,5.34115726667512,17.20287032,2420,2,270.243013967575,2,36.69,2,training
ALMOFRONT,29-Apr-1991 00:00:00,35.54034,-2.18718,22.3732432777168,15.10337432,2418,2,271.418014344317,2,36.692,2,training
ALMOFRONT,29-Apr-1991 00:00:00,35.54034,-2.18718,32.2504295147728,14.98240336,2422,2,242.493384677169,2,36.73,2,training
ALMOFRONT,29-Apr-1991 00:00:00,35.54034,-2.18718,50.7965247698324,14.50051904,2443,2,214.910488639433,2,36.99,2,training
ALMOFRONT,29-Apr-1991 00:00:00,35.54034,-2.18718,69.0417333116348,14.44953128,2470,2,219.547508250019,2,37.318,2,training
ALMOFRONT,29-Apr-1991 00:00:00,35.54034,-2.18718,88.6998333505244,14.03563064,2505,2,193.375182063128,2,37.61,2,training
ALMOFRONT,29-Apr-1991 00:00:00,35.54034,-2.18718,182.275834388421,13.1868344,2564,2,173.22526945764,2,38.34,2,training
ALMOFRONT,29-Apr-1991 00:00:00,35.54034,-2.18718,211.627211473071,13.15584184,2568,2,173.957304841061,2,38.375,2,training
ALMOFRONT,29-Apr-1991 00:00:00,35.54034,-2.18718,383.980140952546,13.05386632,2576,2,179.888127751608,2,38.454,2,training
ALMOFRONT,29-Apr-1991 00:00:00,35.54034,-2.18718,504.948503198728,12.99288096,2578,2,184.485634916464,2,38.453,2,training
ALMOFRONT,29-Apr-1991 00:00:00,35.54034,-2.18718,757.395066810038,12.94489248,2579,2,192.686221244461,2,38.442,2,training
ALMOFRONT,29-Apr-1991 00:00:00,35.54034,-2.18718,916.710248573434,12.94289296,2576,2,193.901104212239,2,38.437,2,training
ALMOFRONT,30-Apr-1991 00:00:00,35.45556,-2.45382,5.94578057579634,16.23210336,2384,2,257.443830309276,2,36.448,2,training
