cruise_name,date,latitude,longitude,pres,temp,tcarbn,tcarbn_q,doxy,doxy_q,psal,psal_q,categ
MEDIPROD IV,05-Nov-1981 00:00:00,36.1733,-2.495,2,20.3351184,2032,2,228.535544066183,2,36.644,2,training
MEDIPROD IV,05-Nov-1981 00:00:00,36.1733,-2.495,33,20.3251208,2043,2,227.238546745262,2,36.522,2,training
MEDIPROD IV,05-Nov-1981 00:00:00,36.1733,-2.495,54,16.5860184,2076,2,220.951831573307,2,36.505,2,training
MEDIPROD IV,05-Nov-1981 00:00:00,36.1733,-2.495,104,14.8864264,2151,2,199.509664900326,2,36.984,2,training
MEDIPROD IV,05-Nov-1981 00:00:00,36.1733,-2.495,151,13.6567216,2236,2,174.120135202492,2,37.81,2,training
MEDIPROD IV,05-Nov-1981 00:00:00,36.1733,-2.495,189,13.24682,2279,2,179.272078794623,2,38.245,2,training
MEDIPROD IV,05-Nov-1981 00:00:00,36.1733,-2.495,275,13.2768128,2290,2,180.110300357892,2,38.469,2,training
MEDIPROD IV,05-Nov-1981 00:00:00,36.1733,-2.495,1515,12.8029665504,2283,2,194.414873094386,2,38.432,2,training
MEDIPROD IV,06-Nov-1981 00:00:00,35.8483,-0.8417,5,19.095416,2059,2,237.977466979053,2,36.982,2,training
MEDIPROD IV,06-Nov-1981 00:00:00,35.8483,-0.8417,26,15.85519384,2102,2,267.79180129763,2,36.982,2,training
MEDIPROD IV,06-Nov-1981 00:00:00,35.8483,-0.8417,105,13.2268248,2268,2,195.778222364221,2,38.186,2,training
MEDIPROD IV,06-Nov-1981 00:00:00,35.8483,-0.8417,154,13.1368464,2278,2,197.057790597561,2,38.318,2,training
MEDIPROD IV,06-Nov-1981 00:00:00,35.8483,-0.8417,202,13.1268488,2261,2,197.049239873729,2,38.364,2,training
MEDIPROD IV,06-Nov-1981 00:00:00,35.8483,-0.8417,303,13.2168272,2288,2,185.318601277422,2,38.451,2,training
MEDIPROD IV,06-Nov-1981 00:00:00,35.8483,-0.8417,408,13.2168272,2295,2,182.709111400887,2,38.498,2,training
MEDIPROD IV,06-Nov-1981 00:00:00,35.8483,-0.8417,508,13.1768368,2288,2,184.436650181728,2,38.509,2,training
MEDIPROD IV,06-Nov-1981 00:00:00,35.8483,-0.8417,610,13.1268488,2297,2,187.912673824897,2,38.489,2,training
MEDIPROD IV,06-Nov-1981 00:00:00,35.8483,-0.8417,813,13.046868,2286,2,188.776811409525,2,38.468,2,training
MEDIPROD IV,06-Nov-1981 00:00:00,35.8483,-0.8417,1012,13.0168752,2289,2,193.547991526219,2,38.455,2,training
MEDIPROD IV,06-Nov-1981 00:00:00,35.8483,-0.8417,1203,13.0068776,2279,2,193.985389792959,2,38.437,2,training
MEDIPROD IV,06-Nov-1981 00:00:00,35.8483,-0.8417,2011,13.0568656,2289,2,196.150469623055,2,38.432,2,training
MEDIPROD IV,06-Nov-1981 00:00:00,35.8483,-0.8417,2520,13.146844,2289,2,201.796061062226,2,38.432,2,training
MEDIPROD IV,08-Nov-1981 00:00:00,37.9983,2.635,6,19.8852264,2052,2,231.931487705206,2,37.007,2,training
MEDIPROD IV,08-Nov-1981 00:00:00,37.9983,2.635,25,19.8852264,2077,2,232.359984295279,2,37.007,2,training
MEDIPROD IV,08-Nov-1981 00:00:00,37.9983,2.635,104,13.3667912,2241,2,198.831793441189,2,38.041,2,training
MEDIPROD IV,08-Nov-1981 00:00:00,37.9983,2.635,153,13.1168512,2263,2,197.929281297064,2,38.274,2,training
MEDIPROD IV,08-Nov-1981 00:00:00,37.9983,2.635,199,13.2268248,2272,2,188.358335935719,2,38.359,2,training
MEDIPROD IV,08-Nov-1981 00:00:00,37.9983,2.635,301,13.3667912,2288,2,180.10871335504,2,38.497,2,training
MEDIPROD IV,08-Nov-1981 00:00:00,37.9983,2.635,400,13.296808,2285,2,181.405984720641,2,38.514,2,training
MEDIPROD IV,08-Nov-1981 00:00:00,37.9983,2.635,498,13.2068296,2292,2,183.571583528832,2,38.512,2,training
MEDIPROD IV,08-Nov-1981 00:00:00,37.9983,2.635,986,13.0168752,2282,2,193.985859391401,2,38.44,2,training
MEDIPROD IV,08-Nov-1981 00:00:00,37.9983,2.635,2615,13.1568416,2281,2,206.139850732279,2,38.4246,2,training
MEDIPROD IV,13-Nov-1981 00:00:00,41.25,6.1983,27,18.6355264,2133,2,245.632302587267,2,37.822,2,training
MEDIPROD IV,13-Nov-1981 00:00:00,41.25,6.1983,38,18.6155312,2143,2,231.719992886435,2,37.82,2,training
MEDIPROD IV,13-Nov-1981 00:00:00,41.25,6.1983,56,18.445572,2141,2,231.707423908764,2,37.825,2,training
MEDIPROD IV,13-Nov-1981 00:00:00,41.25,6.1983,105,13.9666472,2223,2,232.699112428853,2,38.195,2,training
MEDIPROD IV,13-Nov-1981 00:00:00,41.25,6.1983,153,13.196832,2262,2,197.910247981091,2,38.428,2,training
MEDIPROD IV,13-Nov-1981 00:00:00,41.25,6.1983,195,13.2368224,2291,2,195.298734321852,2,38.468,2,training
MEDIPROD IV,13-Nov-1981 00:00:00,41.25,6.1983,252.209290656077,13.24057349952,2275,2,192.68832432939,2,38.503,2,training
MEDIPROD IV,13-Nov-1981 00:00:00,41.25,6.1983,285,13.2068296,2271,2,190.082880037896,2,38.511,2,training
MEDIPROD IV,13-Nov-1981 00:00:00,41.25,6.1983,397,13.1168512,2279,2,193.987603821691,2,38.494,2,training
MEDIPROD IV,13-Nov-1981 00:00:00,41.25,6.1983,438,13.1068536,2277,2,191.383167262907,2,38.486,2,training
MEDIPROD IV,13-Nov-1981 00:00:00,41.25,6.1983,562,13.0368704,2281,2,191.382225863317,2,38.472,2,training
MEDIPROD IV,13-Nov-1981 00:00:00,41.25,6.1983,778,12.99688,2280,2,194.423136772659,2,38.446,2,training
MEDIPROD IV,13-Nov-1981 00:00:00,41.25,6.1983,982,12.99688,2272,2,197.454460259654,2,38.447,2,training
MEDIPROD IV,13-Nov-1981 00:00:00,41.25,6.1983,1470,13.046868,2277,2,201.359474530768,2,38.442,2,training
MEDIPROD IV,13-Nov-1981 00:00:00,41.25,6.1983,1991,13.0768608,2276,2,199.630426548818,2,38.427,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,16,14.4165392,2228,2,243.541526216073,2,38.418,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,26,14.3565536,2231,2,238.765536411122,2,38.421,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,55,13.396784,2250,2,196.611864931759,2,38.446,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,79,13.24682,2286,2,197.464498168619,2,38.466,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,105,13.2068296,2287,2,196.158355467674,2,38.477,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,153,13.1668392,2289,2,194.426633032068,2,38.504,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,200,13.146844,2289,2,193.123155494609,2,38.497,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,301,13.046868,2289,2,195.288997522186,2,38.477,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,406,13.0068776,2286,2,194.85072947865,2,38.47,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,503,12.99688,2290,2,192.683570458414,2,38.466,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,605.859073130438,12.92231390016,2298,2,194.852227779097,2,38.458,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,782,12.9668872,2287,2,197.0263112649,2,38.449,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,1160,13.0168752,2298,2,200.930520411757,2,38.452,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,1478,13.0568656,2292,2,200.055755167965,2,38.449,2,training
MEDIPROD IV,15-Nov-1981 00:00:00,42.67,7.1633,1961,13.0768608,2286,2,200.055456578649,2,38.434,2,training
MEDIPROD IV,27-Oct-1981 00:00:00,35.8467,-4.8,49,15.6762368,2042,2,215.291140172165,2,36.302,2,training
MEDIPROD IV,27-Oct-1981 00:00:00,35.8467,-4.8,73,15.7362224,2108,2,214.790636417283,2,36.964,2,training
MEDIPROD IV,27-Oct-1981 00:00:00,35.8467,-4.8,98,15.49628,2140,2,210.77058259874,2,37.266,2,training
MEDIPROD IV,27-Oct-1981 00:00:00,35.8467,-4.8,126.007932443243,14.815418446,2109,2,195.704294210245,2,36.842,2,training
MEDIPROD IV,27-Oct-1981 00:00:00,35.8467,-4.8,149,13.6667192,2146,2,180.632684505607,2,37.957,2,training
MEDIPROD IV,27-Oct-1981 00:00:00,35.8467,-4.8,197,13.1868344,2226,2,171.870851871559,2,38.365,2,training
MEDIPROD IV,27-Oct-1981 00:00:00,35.8467,-4.8,1034,12.946892,2239,2,191.381145657761,2,38.434,2,training
MEDIPROD IV,27-Oct-1981 00:00:00,35.8467,-4.8,484,13.0868584,2262,2,184.874755615509,2,38.482,2,training
METEOR_51_2,20-Oct-2001 00:00:00,37.97,6,2817.8,13.2475,2314,2,200.6,2,38.4447,2,training
METEOR_51_2,20-Oct-2001 00:00:00,37.97,6,2021,13.1193,2310.5,2,199.4,2,38.4456,2,training
METEOR_51_2,20-Oct-2001 00:00:00,37.97,6,1412.9,13.1155,2313.86666666667,2,195.425,2,38.469575,2,training
METEOR_51_2,20-Oct-2001 00:00:00,37.97,6,1009.3,13.3396,2315.1,2,187.7,2,38.549,2,training
METEOR_51_2,20-Oct-2001 00:00:00,37.97,6,907.4,13.4213,2311.6,2,186.7,2,38.5723,2,training
METEOR_51_2,20-Oct-2001 00:00:00,37.97,6,707.6,13.4042,2321.3,2,185,2,38.5709,2,training
METEOR_51_2,20-Oct-2001 00:00:00,37.97,6,607.4,13.4267,2321.8,2,182.2,2,38.5746,2,training
METEOR_51_2,20-Oct-2001 00:00:00,37.97,6,506.3,13.4348,2323.6,2,170.5,2,38.5742,2,training
METEOR_51_2,20-Oct-2001 00:00:00,37.97,6,404.7,13.4374,2332.4,2,165.4,2,38.5523,2,training
METEOR_51_2,20-Oct-2001 00:00:00,37.97,6,304.4,13.4575,2321,2,176.6,2,38.51,2,training
METEOR_51_2,20-Oct-2001 00:00:00,37.97,6,224.6,13.5029,2312,2,188.8,2,38.4037,2,training
METEOR_51_2,20-Oct-2001 00:00:00,37.97,6,154.1,13.8259,2282.8,2,207.4,2,38.2019,2,training
METEOR_51_2,20-Oct-2001 00:00:00,37.97,6,74.4,15.7976,2201.7,2,253.9,2,37.542,2,training
METEOR_51_2,20-Oct-2001 00:00:00,37.97,6,53.5,16.7047,2159.4,2,256.9,2,37.1011,2,training
METEOR_51_2,22-Oct-2001 00:00:00,38.75,10.61,2432.8,13.232,2313.8,2,194.3,2,38.4577,2,training
METEOR_51_2,22-Oct-2001 00:00:00,38.75,10.61,2122.7,13.3285,2313,2,190.3,2,38.5,2,training
METEOR_51_2,22-Oct-2001 00:00:00,38.75,10.61,1867.8,13.362,2311.6,2,186.5,2,38.5217,2,training
METEOR_51_2,22-Oct-2001 00:00:00,38.75,10.61,1413.1,13.4709,2322.2,2,186.8,2,38.5718,2,training
METEOR_51_2,22-Oct-2001 00:00:00,38.75,10.61,1211.4,13.5297,2313.5,2,184.9,2,38.5959,2,training
METEOR_51_2,22-Oct-2001 00:00:00,38.75,10.61,1009.2,13.5643,2309.9,2,185.1,2,38.6131,2,training
METEOR_51_2,22-Oct-2001 00:00:00,38.75,10.61,909,13.6117,2310,2,182.3,2,38.6279,2,training
METEOR_51_2,22-Oct-2001 00:00:00,38.75,10.61,808,13.6108,2311.1,2,182.7,2,38.6316,2,training
METEOR_51_2,22-Oct-2001 00:00:00,38.75,10.61,707,13.6641,2311.9,2,181.8,2,38.6468,2,training
METEOR_51_2,22-Oct-2001 00:00:00,38.75,10.61,606,13.7182,2312.6,2,179.7,2,38.6613,2,training
METEOR_51_2,22-Oct-2001 00:00:00,38.75,10.61,506.5,13.7818,2313.6,2,178,2,38.6754,2,training
METEOR_51_2,22-Oct-2001 00:00:00,38.75,10.61,405.6,13.8432,2317.2,2,176.4,2,38.6824,2,training
METEOR_51_2,22-Oct-2001 00:00:00,38.75,10.61,304.8,13.8905,2316.7,2,174.4,2,38.6732,2,training
METEOR_51_2,22-Oct-2001 00:00:00,38.75,10.61,224.7,13.8333,2315.6,2,177.8,2,38.6116,2,training
METEOR_51_2,22-Oct-2001 00:00:00,38.75,10.61,154,13.8337,2308.9,2,186.8,2,38.4736,2,training
METEOR_51_2,22-Oct-2001 00:00:00,38.75,10.61,93.7,14.0819,2279.7,2,208,2,38.1812,2,training
METEOR_51_2,22-Oct-2001 00:00:00,38.75,10.61,43.9,16.877,2207.7,2,266.2,2,37.9266,2,training
METEOR_51_2,22-Oct-2001 00:00:00,38.75,10.61,13.9,23.0662,2177.7,2,216.8,2,38.0069,2,training
METEOR_51_2,23-Oct-2001 00:00:00,35,16.3,1817.7,13.7435,2305.9,2,194.8,2,38.7278,2,training
METEOR_51_2,23-Oct-2001 00:00:00,35,16.3,1615.2,13.718,2307,2,196,2,38.7267,2,training
METEOR_51_2,23-Oct-2001 00:00:00,35,16.3,1413.1,13.6912,2306.8,2,194.2,2,38.7252,2,training
METEOR_51_2,23-Oct-2001 00:00:00,35,16.3,1009.2,13.6573,2306.1,2,188.6,2,38.7237,2,training
METEOR_51_2,23-Oct-2001 00:00:00,35,16.3,858.1,13.665,2307.9,2,186.9,2,38.7282,2,training
METEOR_51_2,23-Oct-2001 00:00:00,35,16.3,707,13.698,2309.5,2,184.8,2,38.7386,2,training
METEOR_51_2,23-Oct-2001 00:00:00,35,16.3,606.6,13.7405,2312.6,2,183.7,2,38.751,2,training
METEOR_51_2,23-Oct-2001 00:00:00,35,16.3,505.7,13.8206,2315.2,2,183.9,2,38.7681,2,training
METEOR_51_2,23-Oct-2001 00:00:00,35,16.3,405.3,13.9473,2316.8,2,186.1,2,38.7911,2,training
METEOR_51_2,23-Oct-2001 00:00:00,35,16.3,324.7,14.1032,2319.1,2,191.2,2,38.8107,2,training
METEOR_51_2,23-Oct-2001 00:00:00,35,16.3,274.2,14.1571,2317.55,2,189.1,2,38.8,2,training
METEOR_51_2,23-Oct-2001 00:00:00,35,16.3,204.4,14.5549,2313.2,2,194.1,2,38.7557,2,training
METEOR_51_2,23-Oct-2001 00:00:00,35,16.3,154,15.0579,2296,2,209.8,2,38.6567,2,training
METEOR_51_2,23-Oct-2001 00:00:00,35,16.3,98.5,15.6522,2248.1,2,222.3,2,38.2248,2,training
METEOR_51_2,23-Oct-2001 00:00:00,35,16.3,63.7,16.7561,2192.2,2,248.3,2,37.7109,2,training
METEOR_51_2,23-Oct-2001 00:00:00,35,16.3,13.5,24.81635,2164.15,2,210.6,2,37.90635,2,training
METEOR_51_2,24-Oct-2001 00:00:00,34.5,19,3540.7,13.8773,2308.7,2,197.3,2,38.6901,2,training
METEOR_51_2,24-Oct-2001 00:00:00,34.5,19,1768.3,13.7002,2302.8,2,194.3,2,38.7124,2,training
METEOR_51_2,24-Oct-2001 00:00:00,34.5,19,1011.2,13.8274,2304.8,2,185,2,38.7699,2,training
METEOR_51_2,24-Oct-2001 00:00:00,34.5,19,859.7,13.8404,2305.4,2,182.7,2,38.7757,2,training
METEOR_51_2,24-Oct-2001 00:00:00,34.5,19,709,13.8597,2308.4,2,180.4,2,38.7772,2,training
METEOR_51_2,24-Oct-2001 00:00:00,34.5,19,608.5,13.9785,2314.3,2,181.1,2,38.8021,2,training
METEOR_51_2,24-Oct-2001 00:00:00,34.5,19,508,14.1669,2313.2,2,183.9,2,38.8378,2,training
METEOR_51_2,24-Oct-2001 00:00:00,34.5,19,407.5,14.6051,2312,2,200.5,2,38.9018,2,training
METEOR_51_2,24-Oct-2001 00:00:00,34.5,19,327.2,15.107,2306,2,208.2,2,38.9325,2,training
METEOR_51_2,24-Oct-2001 00:00:00,34.5,19,256.6,15.4185,2297.8,2,215.2,2,38.8601,2,training
METEOR_51_2,24-Oct-2001 00:00:00,34.5,19,205.6,15.4262,2276.4,2,223.4,2,38.7116,2,training
METEOR_51_2,24-Oct-2001 00:00:00,34.5,19,155.4,15.5821,2276,2,218.9,2,38.7152,2,training
METEOR_51_2,24-Oct-2001 00:00:00,34.5,19,105.5,16.2148,2273.3,2,234.4,2,38.7329,2,training
METEOR_51_2,24-Oct-2001 00:00:00,34.5,19,55.9,18.277,2236.2,2,245.6,2,38.4629,2,training
METEOR_51_2,25-Oct-2001 00:00:00,35,22.5,3158,14.0325,2315.6,2,198.7,2,38.7563,2,training
METEOR_51_2,25-Oct-2001 00:00:00,35,22.5,2779.4,13.9832,2307.7,2,196,2,38.76,2,training
METEOR_51_2,25-Oct-2001 00:00:00,35,22.5,2273.1,13.9178,2304.5,2,198.4,2,38.7563,2,training
METEOR_51_2,25-Oct-2001 00:00:00,35,22.5,1766.3,13.93,2306.6,2,195.7,2,38.7777,2,training
METEOR_51_2,25-Oct-2001 00:00:00,35,22.5,1261.8,13.8261,2309.5,2,189,2,38.76,2,training
METEOR_51_2,25-Oct-2001 00:00:00,35,22.5,1009.9,13.7883,2303.5,2,189.7,2,38.7548,2,training
METEOR_51_2,25-Oct-2001 00:00:00,35,22.5,807.2,13.7772,2304.8,2,182.7,2,38.7552,2,training
METEOR_51_2,25-Oct-2001 00:00:00,35,22.5,656.9,13.8316,2305.9,2,184.5,2,38.7713,2,training
METEOR_51_2,25-Oct-2001 00:00:00,35,22.5,505.3,14.0314,2309.6,2,186.2,2,38.8207,2,training
METEOR_51_2,25-Oct-2001 00:00:00,35,22.5,403.4,14.3615,2312.6,2,190.2,2,38.888,2,training
METEOR_51_2,25-Oct-2001 00:00:00,35,22.5,284,14.9465,2311.3,2,212.8,2,38.9298,2,training
METEOR_51_2,25-Oct-2001 00:00:00,35,22.5,204.3,15.3268,2305.5,2,218.2,2,38.9395,2,training
METEOR_51_2,25-Oct-2001 00:00:00,35,22.5,153.2,15.658,2301.2,2,218.1,2,38.9391,2,training
METEOR_51_2,25-Oct-2001 00:00:00,35,22.5,103.7,15.9158,2290,2,222.5,2,38.8354,2,training
METEOR_51_2,25-Oct-2001 00:00:00,35,22.5,63,17.7199,2245.6,2,244.6,2,38.6178,2,training
METEOR_51_2,25-Oct-2001 00:00:00,35,22.5,13.3,23.2801,2230,2,213.2,2,38.9132,2,training
METEOR_51_2,26-Oct-2001 00:00:00,34.66,24.33,3035.2,14.0495,2303.2,2,199.3,2,38.7764,2,training
METEOR_51_2,26-Oct-2001 00:00:00,34.66,24.33,2527.2,13.9457,2306.1,2,195.7,2,38.7681,2,training
METEOR_51_2,26-Oct-2001 00:00:00,34.66,24.33,2019.7,13.9247,2304.4,2,195.2,2,38.7781,2,training
METEOR_51_2,26-Oct-2001 00:00:00,34.66,24.33,1614.8,13.8386,2301.1,2,193.5,2,38.7639,2,training
METEOR_51_2,26-Oct-2001 00:00:00,34.66,24.33,1411.5,13.7892,2302.4,2,189.1,2,38.7544,2,training
METEOR_51_2,26-Oct-2001 00:00:00,34.66,24.33,1010.1,13.7074,2300.1,2,186.2,2,38.7389,2,training
METEOR_51_2,26-Oct-2001 00:00:00,34.66,24.33,807.5,13.7289,2303,2,182.1,2,38.7496,2,training
METEOR_51_2,26-Oct-2001 00:00:00,34.66,24.33,655.5,13.8102,2305.8,2,181,2,38.7735,2,training
METEOR_51_2,26-Oct-2001 00:00:00,34.66,24.33,504.9,13.9604,2306.4,2,181.8,2,38.8116,2,training
METEOR_51_2,26-Oct-2001 00:00:00,34.66,24.33,405.2,14.1813,2310.4,2,185.4,2,38.8587,2,training
METEOR_51_2,26-Oct-2001 00:00:00,34.66,24.33,305.1,14.5768,2314.9,2,193.9,2,38.9197,2,training
METEOR_51_2,26-Oct-2001 00:00:00,34.66,24.33,254.9,15.0618,2300.6,2,197.7,2,38.9869,2,training
METEOR_51_2,26-Oct-2001 00:00:00,34.66,24.33,204.7,15.4725,2288.6,2,207.9,2,39.0055,2,training
METEOR_51_2,26-Oct-2001 00:00:00,34.66,24.33,154.1,15.877,2292.4,2,210.9,2,38.9316,2,training
METEOR_51_2,26-Oct-2001 00:00:00,34.66,24.33,99.1,16.9952,2260,2,234.4,2,38.828,2,training
METEOR_51_2,26-Oct-2001 00:00:00,34.66,24.33,58.9,19.3412,2226.6,2,248.4,2,38.6172,2,training
METEOR_51_2,26-Oct-2001 00:00:00,34.66,24.33,13.9,23.3976,2232,2,213.9,2,39.1479,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34.33,27.5,2655.9,14.0811,2305.6,2,195.7,2,38.7987,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34.33,27.5,1611.7,13.8857,2303.6,2,186.8,2,38.7734,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34.33,27.5,1408.4,13.8331,2302,2,188.8,2,38.7633,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34.33,27.5,1205.3,13.7774,2301.5,2,185.8,2,38.7519,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34.33,27.5,1002.5,13.7497,2300.4,2,182.8,2,38.7485,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34.33,27.5,851.7,13.7903,2303.2,2,183.5,2,38.763,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34.33,27.5,599.9,13.9378,2306.1,2,182,2,38.8066,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34.33,27.5,493.5,14.1928,2309.3,2,186.6,2,38.863,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34.33,27.5,393.4,14.6196,2307.6,2,195.8,2,38.9387,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34.33,27.5,336.8,15.1775,2302.1,2,204.6,2,38.9957,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34.33,27.5,279.4,15.8439,2292.8,2,211.8,2,39.01715,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34.33,27.5,219.9,16.6813,2277.5,2,217.5,2,39.0392,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34.33,27.5,160.2,17.3411,2258.4,2,230.3,2,38.8783,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34.33,27.5,114.2,19.1539,2228.6,2,242.7,2,38.669,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34.33,27.5,77.4,23.0098,2244,2,213.7,2,39.2367,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34.33,27.5,37.5,23.0454,2243.1,2,212.2,2,39.243,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34.33,27.5,11.3,23.0472,2243.3,2,210.2,2,39.2433,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34,29.5,3024.5,14.2097,2304.8,2,194,2,38.8162,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34,29.5,2913.8,14.1898,2304.5,2,194.4,2,38.8162,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34,29.5,2254.7,14.0424,2302,2,195.3,2,38.8014,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34,29.5,1762.4,13.8402,2298.6,2,190.1,2,38.7515,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34,29.5,1510.7,13.7485,2298.8,2,184,2,38.7307,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34,29.5,1004.5,13.7351,2302.1,2,181.1,2,38.7431,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34,29.5,852.1,13.7698,2305.8,2,180.8,2,38.7568,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34,29.5,600.9,13.9594,2309.5,2,186.3,2,38.8084,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34,29.5,501.9,14.201,2306.4,2,185.1,2,38.8594,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34,29.5,402.5,14.8328,2288.7,2,196.6,2,38.9623,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34,29.5,303.9,15.8734,2272.8,2,212.1,2,39.0266,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34,29.5,244.5,16.81345,2270.2,2,221.6,2,39.0589,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34,29.5,185,17.0957,2229.5,2,220.2,2,39.0649,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34,29.5,70,18.5853,2233.8,2,239.7,2,38.6483,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34,29.5,44.1,22.505,2233.8,2,222,2,39.1105,2,training
METEOR_51_2,01-Nov-2001 00:00:00,34,29.5,13.7,22.7347,2304.8,2,218.7,2,39.1248,2,training
METEOR_51_2,02-Nov-2001 00:00:00,33.95,31.2,2539.3,14.1254,2304.6,2,195.9,2,38.817,2,training
METEOR_51_2,02-Nov-2001 00:00:00,33.95,31.2,2433.5,14.1072,2304.7,2,193.2,2,38.8169,2,training
METEOR_51_2,02-Nov-2001 00:00:00,33.95,31.2,2231,14.0637,2306.1,2,195,2,38.813,2,training
METEOR_51_2,02-Nov-2001 00:00:00,33.95,31.2,2016,13.9922,2301.2,2,194.7,2,38.7972,2,training
METEOR_51_2,02-Nov-2001 00:00:00,33.95,31.2,1811,13.9055,2301.3,2,192.7,2,38.775,2,training
METEOR_51_2,02-Nov-2001 00:00:00,33.95,31.2,1605.5,13.8122,2301.3,2,190.1,2,38.7511,2,training
METEOR_51_2,02-Nov-2001 00:00:00,33.95,31.2,1400.7,13.7387,2300.2,2,188.7,2,38.7342,2,training
METEOR_51_2,02-Nov-2001 00:00:00,33.95,31.2,1001.9,13.7039,2303.1,2,182.9,2,38.7361,2,training
METEOR_51_2,02-Nov-2001 00:00:00,33.95,31.2,856.2,13.723,2305.1,2,183.3,2,38.7461,2,training
METEOR_51_2,02-Nov-2001 00:00:00,33.95,31.2,706.7,13.7664,2305.6,2,183.4,2,38.762,2,training
METEOR_51_2,02-Nov-2001 00:00:00,33.95,31.2,605.4,13.8103,2308.7,2,180.2,2,38.7764,2,training
METEOR_51_2,02-Nov-2001 00:00:00,33.95,31.2,505.9,13.9115,2309.2,2,181.3,2,38.8026,2,training
METEOR_51_2,02-Nov-2001 00:00:00,33.95,31.2,404.9,14.1078,2311.9,2,183.8,2,38.8477,2,training
METEOR_51_2,02-Nov-2001 00:00:00,33.95,31.2,303.8,14.5881,2323.6,2,193.6,2,38.9371,2,training
METEOR_51_2,02-Nov-2001 00:00:00,33.95,31.2,243.7,15.0175,2297.1,2,199,2,38.9858,2,training
METEOR_51_2,02-Nov-2001 00:00:00,33.95,31.2,123.8,16.4516,2256.7,2,213.3,2,39.0362,2,training
METEOR_51_2,02-Nov-2001 00:00:00,33.95,31.2,68.2,17.6437,2245.8,2,234,2,38.9539,2,training
METEOR_51_2,02-Nov-2001 00:00:00,33.95,31.2,13.8,22.8329,2304.1,2,215.6,2,39.4038,2,training
METEOR_51_2,03-Nov-2001 00:00:00,34.07,33,2583.6,14.1288,2303.2,2,194.1,2,38.815,2,training
METEOR_51_2,03-Nov-2001 00:00:00,34.07,33,2425.7,14.0954,2303.8,2,193.6,2,38.8126,2,training
METEOR_51_2,03-Nov-2001 00:00:00,34.07,33,2222.9,14.0478,2305.8,2,193.5,2,38.8071,2,training
METEOR_51_2,03-Nov-2001 00:00:00,34.07,33,1818.1,13.8891,2298.3,2,189.4,2,38.77,2,training
METEOR_51_2,03-Nov-2001 00:00:00,34.07,33,1414.1,13.7346,2299.2,2,185.4,2,38.7327,2,training
METEOR_51_2,03-Nov-2001 00:00:00,34.07,33,1211.8,13.6963,2301.3,2,183.4,2,38.7276,2,training
METEOR_51_2,03-Nov-2001 00:00:00,34.07,33,1009.8,13.6981,2301.9,2,182.8,2,38.7348,2,training
