cruise_name,date,latitude,longitude,pres,temp,phosphat,phosphat_q,doxy,doxy_q,psal,psal_q,categ
MOOSE_GE_2016,31-May-2016 00:00:00,43.016,5.191,57,14.665,0.00681458516463072,2,238.796,1,38.203,2,training
MOOSE_GE_2016,31-May-2016 00:00:00,43.016,5.191,75,14.433,0,2,229.699,1,38.247,2,training
MOOSE_GE_2016,31-May-2016 00:00:00,43.016,5.191,100,14.322,0,2,219.15,1,38.285,2,training
MOOSE_GE_2016,31-May-2016 00:00:00,43.016,5.191,150.1,14.0185,0.111938858338675,2,207.044,1,38.3836,2,training
MOOSE_GE_2016,31-May-2016 00:00:00,43.016,5.191,200.4,13.8098,0.198561026340223,2,200.235,1,38.443,2,training
MOOSE_GE_2016,31-May-2016 00:00:00,43.016,5.191,999.5,13.2225,0.236508202302939,2,183.811,1,38.517,2,training
MOOSE_GE_2016,31-May-2016 00:00:00,43.016,5.191,1189.7,13.1615,0.214125997419251,2,187.928,1,38.496,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.698,4.464,9.7,16.868,0.0399394569222007,2,245.972,1,37.346,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.698,4.464,29.8,15.6622,0.0282321678775927,2,245.597,1,38.188,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.698,4.464,60.3,15.0764,0.0301786436592341,2,238.434,1,38.2134,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.698,4.464,74.4,14.4398,0.0379657203956521,2,246.531,1,38.2474,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.698,4.464,99.9,14.163,0.0593796918741946,2,214.937,1,38.306,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.698,4.464,150,13.731,0.189804228663513,2,201.711,1,38.42,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.698,4.464,199.4,13.6695,0.221918109385507,2,199.934,1,38.4614,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.698,4.464,373.3,13.6498,0.350359637170643,2,174.741,1,38.6048,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.698,4.464,501.8,13.453,0.352314911966736,2,188.751,1,38.5711,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.698,4.464,623.1,13.4695,0.389295349235324,2,175.782,1,38.5811,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.017,4.8,10,17.202,0.0622968530293011,2,247.525,1,38.374,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.017,4.8,20,17.072,0.0447758964253189,2,252.11,1,38.373,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.017,4.8,30.2,15.3881,0.0642434241756065,2,262.871,1,38.3783,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.017,4.8,39.8,15.2581,0.0661891211531737,2,246.89,1,38.4001,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.017,4.8,59.9,14.4748,0.05548173136538,2,233.728,1,38.408,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.017,4.8,79.2,14.0355,0.0632674219911878,2,231.259,1,38.4339,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.017,4.8,99.7,13.8155,0.108040622749544,2,229.996,1,38.4422,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.017,4.8,120.4,13.5463,0.161571151510074,2,225.501,1,38.4681,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.017,4.8,149.7,13.3074,0.29296046323626,2,208.633,1,38.509,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.017,4.8,179.7,13.286,0.298797161417538,2,199.582,1,38.5227,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.017,4.8,199.9,13.3067,0.368869718993461,2,197.463,1,38.536,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.017,4.8,399.8,13.4102,0.41946608205184,2,176.181,1,38.58,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.017,4.8,500.2,13.333,0.424338591283634,2,176.641,1,38.56,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.017,4.8,700,13.216,0.420456211233615,2,182.73,1,38.526,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.017,4.8,998.4,13.119,0.430199874956711,2,189.599,1,38.492,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.017,4.8,1299.9,13.126,0.427282509222898,2,193.495,1,38.484,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.017,4.8,1500.3,13.149,0.417549111827147,2,195.165,1,38.485,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.017,4.8,1800.4,13.184,0.419496039806535,2,197.058,1,38.484,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.017,4.8,2001.2,13.213,0.41657580387417,2,197.001,1,38.485,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.017,4.8,2200.8,13.25,0.409761733706743,2,197.214,1,38.488,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,42.017,4.8,2368.8999,13.278,0.374722725598803,2,196.688,1,38.488,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,41.799,5.134,10,17.365,0.022387698385437,2,246.593,1,38.388,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,41.799,5.134,29.9,15.6294,0.0564551958709825,2,255.85,1,38.4056,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,41.799,5.134,45,15.026,0.0165471091788885,2,244.421,1,38.414,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,41.799,5.134,100,13.631,0.0340664626068297,2,228.748,1,38.458,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,41.799,5.134,150.3,13.3407,0.292963231086393,2,207.614,1,38.4963,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,41.799,5.134,199.9,13.4412,0.355237053619523,2,190.789,1,38.562,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,41.799,5.134,700.2,13.2618,0.41461314879426,2,180.38,1,38.537,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,41.5,5.346,9.8,17.1364,0.0311491356035672,2,243.08,1,38.3434,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,41.5,5.346,28.6,15.5027,0.08760762170328,2,252.313,1,38.333,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,41.5,5.346,44.5,15.182,0.0136276596378745,2,236.194,1,38.352,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,41.5,5.346,99.8,13.4359,0.221917795712797,2,211.687,1,38.4633,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,41.5,5.346,149.5,13.3503,0.330915718478037,2,197.698,1,38.5215,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,41.5,5.346,200.5,13.341,0.343563266598707,2,195.127,1,38.5415,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,41.5,5.346,390,13.422,0.366910620999614,2,176.043,1,38.582,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,41.5,5.346,700.3,13.1966,0.426297054216813,2,182.573,1,38.5223,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,41.5,5.346,1000.4,13.117,0.439932903801885,2,188.164,1,38.492,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,41.5,5.346,1501.1,13.151,0.403922800485469,2,195.58,1,38.485,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,41.5,5.346,2000.4,13.21,0.378617075370631,2,196.86,1,38.484,2,training
MOOSE_GE_2016,01-Jun-2016 00:00:00,41.5,5.346,2496,13.3,0.384455497400631,2,197.402,1,38.489,2,training
MOOSE_GE_2016,02-Jun-2016 00:00:00,41.118,5.648,10.1,17.8971,0.0486738882525667,2,242.069,1,38.2505,2,training
MOOSE_GE_2016,02-Jun-2016 00:00:00,41.118,5.648,30.2,15.673,0.049643517536142,2,258.331,1,38.3547,2,training
MOOSE_GE_2016,02-Jun-2016 00:00:00,41.118,5.648,44.9,15.1361,0.0584040991735194,2,252.358,1,38.3556,2,training
MOOSE_GE_2016,02-Jun-2016 00:00:00,41.118,5.648,100.6,13.5713,0.186877949124956,2,221.389,1,38.4647,2,training
MOOSE_GE_2016,02-Jun-2016 00:00:00,41.118,5.648,150.8,13.3614,0.283226314359111,2,205.623,1,38.5149,2,training
MOOSE_GE_2016,02-Jun-2016 00:00:00,41.118,5.648,200,13.41,0.363026041890667,2,188.759,1,38.551,2,training
MOOSE_GE_2016,02-Jun-2016 00:00:00,41.118,5.648,400.8,13.4402,0.380535071536309,2,185.731,1,38.5851,2,training
MOOSE_GE_2016,02-Jun-2016 00:00:00,41.118,5.648,700.1,13.2669,0.421425413897985,2,180.957,1,38.539,2,training
MOOSE_GE_2016,02-Jun-2016 00:00:00,41.118,5.648,999.7,13.1478,0.423384549999216,2,187.078,1,38.499,2,training
MOOSE_GE_2016,02-Jun-2016 00:00:00,41.118,5.648,1499.9,13.151,0.416576113775399,2,194.264,1,38.484,2,training
MOOSE_GE_2016,02-Jun-2016 00:00:00,41.118,5.648,2000,13.214,0.354284358444498,2,196.962,1,38.484,2,training
MOOSE_GE_2016,02-Jun-2016 00:00:00,41.118,5.648,2650.7,13.326,0.364016091209711,2,197.531,1,38.489,2,training
MOOSE_GE_2016,02-Jun-2016 00:00:00,40.734,5.921,10.4,18.9863,0.0126596171170302,2,234.428,1,37.7826,2,training
MOOSE_GE_2016,02-Jun-2016 00:00:00,40.734,5.921,30.3,17.3121,0.00584266329159707,2,243.608,1,37.8371,2,training
MOOSE_GE_2016,02-Jun-2016 00:00:00,40.734,5.921,80,14.215,0.0214161045469122,2,247.872,1,38.276,2,training
MOOSE_GE_2016,02-Jun-2016 00:00:00,40.734,5.921,99.2,13.7154,0.0330971679830837,2,227.952,1,38.2942,2,training
MOOSE_GE_2016,02-Jun-2016 00:00:00,40.734,5.921,149.6,13.4821,0.100259393153648,2,219.626,1,38.3687,2,training
MOOSE_GE_2016,02-Jun-2016 00:00:00,40.734,5.921,200.6,13.5546,0.152809860172457,2,222.236,1,38.4805,2,training
MOOSE_GE_2016,02-Jun-2016 00:00:00,40.734,5.921,449.5,13.405,0.341609870955329,2,174.07,1,38.5685,2,training
MOOSE_GE_2016,02-Jun-2016 00:00:00,40.734,5.921,700.1,13.2549,0.342591911002177,2,182.849,1,38.534,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,40.85,7.948,10,18.355,0.0204497034070733,2,233.871,1,37.812,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,40.85,7.948,30,16.599,0.0194734738298538,2,244.258,1,37.98,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,40.85,7.948,49.9,15.0045,0.0165546363517411,2,243.071,1,37.8027,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,40.85,7.948,80.1,14.5238,0.00973634140147044,2,237.994,1,38.0346,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,40.85,7.948,100,14.245,0.00292077986095184,2,229.161,1,38.091,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,40.967,7.635,10.1,18.1087,0.0214252043949764,2,236.869,1,37.705,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,40.967,7.635,29.9,16.4318,0.0185005833094331,2,245.493,1,37.9231,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,40.967,7.635,74.8,14.6106,0.00681494665162185,2,248.21,1,38.1317,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,40.967,7.635,100,14.032,0.0515960680470529,2,223.177,1,38.205,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,40.967,7.635,150.1,13.734,0.114860907977005,2,192.994,1,38.3613,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,40.967,7.635,200,13.597,0.180065855976647,2,187.706,1,38.456,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,40.967,7.635,320.2,13.9958,0.3036272424003,2,173.361,1,38.6835,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,40.967,7.635,700.8,13.533,0.345491937603416,2,177.706,1,38.611,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,40.967,7.635,2858.6001,13.361,0.328977109657603,2,198.15,1,38.488998,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.083,7.301,10.7,18.2177,0.00681594960980972,2,238.418,1,37.9339,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.083,7.301,19.5,17.0492,0,2,248.89,1,38.0046,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.083,7.301,29.8,15.6397,0,2,249.911,1,37.975,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.083,7.301,60.1,14.4402,0,2,239.54,1,38.067,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.083,7.301,80.3,14.0243,0.00778850060850689,2,221.963,1,38.1334,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.083,7.301,100.2,13.802,0.084693315351313,2,212.393,1,38.2386,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.083,7.301,120.2,13.804,0.0788475634283186,2,221.245,1,38.321,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.083,7.301,150.1,13.6953,0.177155489663709,2,196.89,1,38.383,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.083,7.301,180.4,13.4573,0.147954860840517,2,214.656,1,38.3755,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.083,7.301,200.5,13.4681,0.192725727465826,2,204.412,1,38.41,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.083,7.301,450.5,13.7133,0.24426982054663,2,172.031,1,38.6527,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.083,7.301,498.7,13.6314,0.297800042373959,2,173.078,1,38.6303,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.083,7.301,700.8,13.505,0.321163669706491,2,176.925,1,38.602,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.083,7.301,1000.1,13.241,0.376659249638315,2,183.387,1,38.524,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.083,7.301,1300.2,13.141,0.385429662648123,2,190.148,1,38.486,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.083,7.301,1501.1,13.155,0.381537285236796,2,192.91,1,38.483,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.083,7.301,1800.2,13.185,0.385430809572819,2,195.719,1,38.482,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.083,7.301,1999.6,13.2116,0.386404119698003,2,196.418,1,38.482,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.083,7.301,2200.8,13.241,0.376670738231225,2,196.846,1,38.483,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.2,6.9,10.1,18.6625,0.0136341195372966,2,233.744,1,37.715,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.2,6.9,30.1,17.5144,0.00973764536679463,2,244.079,1,37.8546,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.2,6.9,70,14.341,0.00486776724967073,2,244.915,1,38.146,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.2,6.9,100.2,13.8915,0.0817718402583529,2,221.951,1,38.2553,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.2,6.9,150.2,13.714,0.119723736104241,2,230.916,1,38.408,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.2,6.9,400.2,13.544,0.368852925628808,2,172.586,1,38.5972,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.2,6.9,700.5,13.3016,0.360107332951062,2,179.296,1,38.547,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.2,6.9,1500.1,13.152,0.361097787813396,2,193.744,1,38.483,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.2,6.9,2000.1,13.212,0.325085581811418,2,196.135,1,38.482,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.366,6.401,10,18.59,0.0165516276871103,2,237.157,1,38.047,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.366,6.401,30.1,15.636,0.0146014071524609,2,255.131,1,38.3204,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.366,6.401,62.8,14.1257,0.00584066453645603,2,232.609,1,38.297,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.366,6.401,99.9,13.5476,0.0126544060035071,2,219.616,1,38.336,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.366,6.401,150.2,13.496,0.111934328263426,2,210.666,1,38.438,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.366,6.401,199.8,13.439,0.283229664482234,2,192.206,1,38.499,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.366,6.401,419.9,13.398,0.295867348712159,2,175.235,1,38.568,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.366,6.401,700.1,13.232,0.397096646606841,2,181.852,1,38.529,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.366,6.401,1000,13.143,0.311455532847749,2,188.386,1,38.498,2,training
MOOSE_GE_2016,03-Jun-2016 00:00:00,41.366,6.401,1500.1,13.153,0.347471197705181,2,195.504,1,38.484,2,training
MOOSE_GE_2016,04-Jun-2016 00:00:00,41.516,5.967,10,17.736,0.0155749663864467,2,239.824,1,38.309,2,training
MOOSE_GE_2016,04-Jun-2016 00:00:00,41.516,5.967,29.9,16.0166,0.00389382531339365,2,254.845,1,38.2801,2,training
MOOSE_GE_2016,04-Jun-2016 00:00:00,41.516,5.967,53.5,15.2692,0,2,242.653,1,38.3415,2,training
MOOSE_GE_2016,04-Jun-2016 00:00:00,41.516,5.967,100.1,13.312,0.250142730519443,2,199.552,1,38.4711,2,training
MOOSE_GE_2016,04-Jun-2016 00:00:00,41.516,5.967,149.8,13.3307,0.120687690193651,2,195.6,1,38.5128,2,training
MOOSE_GE_2016,04-Jun-2016 00:00:00,41.516,5.967,200.5,13.3511,0.316312495292345,2,186.539,1,38.5385,2,training
MOOSE_GE_2016,04-Jun-2016 00:00:00,41.516,5.967,700.1,13.183,0.340649420682592,2,183.967,1,38.518,2,training
MOOSE_GE_2016,04-Jun-2016 00:00:00,41.516,5.967,1000.1,13.109,0.327030255768875,2,189.9,1,38.49,2,training
MOOSE_GE_2016,04-Jun-2016 00:00:00,41.516,5.967,1500,13.148,0.32897833284132,2,195.493,1,38.484,2,training
MOOSE_GE_2016,04-Jun-2016 00:00:00,42.101,4.5,9.4,17.6643,0.0184955821757727,2,246.418,1,38.2865,2,training
MOOSE_GE_2016,04-Jun-2016 00:00:00,42.101,4.5,29.7,16.0343,0.0175217837400679,2,254.766,1,38.3131,2,training
MOOSE_GE_2016,04-Jun-2016 00:00:00,42.101,4.5,79.9,13.691,0.0126533422580607,2,219.587,1,38.449,2,training
MOOSE_GE_2016,04-Jun-2016 00:00:00,42.101,4.5,100,13.45,0.220941891509044,2,216.325,1,38.479,2,training
MOOSE_GE_2016,04-Jun-2016 00:00:00,42.101,4.5,150.5,13.5454,0.214112505791849,2,186.815,1,38.5807,2,training
MOOSE_GE_2016,04-Jun-2016 00:00:00,42.101,4.5,200.5,13.473,0.221899521086654,2,182.462,1,38.574,2,training
MOOSE_GE_2016,04-Jun-2016 00:00:00,42.101,4.5,350.5,13.4542,0.309488283105674,2,180.559,1,38.5877,2,training
MOOSE_GE_2016,04-Jun-2016 00:00:00,42.101,4.5,700.1,13.215,0.332861167226612,2,182.125,1,38.526,2,training
MOOSE_GE_2016,04-Jun-2016 00:00:00,42.101,4.5,1500.4,13.144,0.332871815181082,2,195.099,1,38.483,2,training
MOOSE_GE_2016,04-Jun-2016 00:00:00,42.101,4.5,2000.3,13.212,0.342604399447916,2,196.498,1,38.485,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.2,4.167,9.6,17.4017,0.0282366336886791,2,245.953,1,37.9754,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.2,4.167,29.5,17.1057,0.0243369767163323,2,245.469,1,38.2487,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.2,4.167,70,13.829,0.0389366048903083,2,219.966,1,38.337,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.2,4.167,100.1,13.4586,0.178117965755614,2,216.945,1,38.4653,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.2,4.167,149.5,13.436,0.284194590013214,2,197.423,1,38.5386,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.2,4.167,200,13.49,0.325063817160349,2,186.003,1,38.572,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.2,4.167,340.1,13.4922,0.379559294822539,2,174.713,1,38.5941,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.2,4.167,700.6,13.25,0.402934684517047,2,179.984,1,38.5344,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.2,4.167,1000,13.145,0.345520724712004,2,187.282,1,38.499,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.2,4.167,1500.1,13.15,0.385429662648123,2,194.625,1,38.486,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.2,4.167,1841.5,13.192,0.380562843393389,2,195.928,1,38.487,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.3,3.83,9.9,17.2383,0.0282447546168358,2,241.285,1,37.5889,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.3,3.83,29.6,16.6539,0.0136330767744051,2,244.737,1,37.8178,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.3,3.83,84.9,14.296,0.0321246658696181,2,226.964,1,38.2547,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.3,3.83,99.9,14.1246,0.04088460917273,2,215.295,1,38.2984,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.3,3.83,149.9,13.8209,0.191749312501454,2,200.795,1,38.4314,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.3,3.83,200.1,13.5169,0.226783098097394,2,206.816,1,38.4711,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.3,3.83,500.2,13.5688,0.30072486307087,2,171.372,1,38.607,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.3,3.83,700.1,13.3649,0.371783170773258,2,177.105,1,38.559,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.3,3.83,1000,13.149,0.359146359782406,2,188.474,1,38.501,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.3,3.83,1120.9,13.09,0.359150100286856,2,193.766,1,38.487,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.4,3.597,9.9,16.9511,0,2,243.62,1,37.865,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.4,3.597,29.8,16.2342,0.00486835976465251,2,247.597,1,37.9824,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.4,3.597,50,15.77,0,2,243.773,1,38.147,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.4,3.597,65,14.675,0.0194725611099981,2,240.078,1,38.043,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.4,3.597,80.2,14.6349,0,2,231.055,1,38.1878,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.4,3.597,100.2,14.3585,0.0292047979070622,2,223.969,1,38.2291,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.4,3.597,150.2,14.1072,0.0769020716211053,2,217.231,1,38.2972,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.4,3.597,199.9,13.794,0.133359965114899,2,211.407,1,38.3159,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.4,3.597,499.6,13.5894,0.252064632043962,2,173.472,1,38.603,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.4,3.597,699.9,13.415,0.254990559310102,2,175.471,1,38.57,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.4,3.597,900,13.145,0.307560965874289,2,187.615,1,38.504,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.4,3.597,1027.1,13.152,0.370825916473959,2,187.921,1,38.500999,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.417,3.549,10.4,17.0577,0.0428455503574757,2,243.822,1,37.8574,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.417,3.549,19.8,16.1157,0.0360296792264799,2,247.957,1,37.84,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.417,3.549,30.1,16.1162,0.00876320796036512,2,247.486,1,37.9578,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.417,3.549,44.3,15.2915,0.0185006424962506,2,250.583,1,37.9188,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.417,3.549,54.9,15.1663,0.0214215112915745,2,247.031,1,37.9367,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.417,3.549,70.2,14.7908,0.0243418948065107,2,242.793,1,37.9771,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.417,3.549,79.7,14.7861,0.0292066447826929,2,234.648,1,38.1441,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.417,3.549,89.6,14.4437,0.0311523684655164,2,228.922,1,38.2039,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.417,3.549,100,14.31,0.0457535060151491,2,223.223,1,38.249,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.417,3.549,119.3,14.2012,0.055487118042895,2,221.221,1,38.2775,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.417,3.549,130.5,14.1543,0.0807965085898785,2,220.121,1,38.2862,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.417,3.549,150.1,14.0897,0.0837158802873542,2,218.322,1,38.302,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.417,3.549,179.9,14.0233,0.093448129816832,2,214.519,1,38.333,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.417,3.549,199.6,13.9062,0.0418566945618352,2,213.552,1,38.342,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.417,3.549,300.4,13.4945,0.218995625330209,2,204.5,1,38.4768,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.417,3.549,400.1,13.5642,0.328956772535022,2,184.015,1,38.5721,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.417,3.549,505,13.545,0.321165819968247,2,174.018,1,38.593,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.417,3.549,600.2,13.466,0.331874063026176,2,174.01,1,38.582,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.417,3.549,700.5,13.3735,0.315334229429932,2,176.268,1,38.5598,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.417,3.549,800.6,13.2976,0.399039636543812,2,180.165,1,38.541,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.417,3.549,874.2,13.172,0.389315650393869,2,186.01,1,38.511002,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.431,3.543,10.2,17.0472,0,2,242.827,1,37.8575,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.431,3.543,29.8,16.1422,0,2,249.165,1,37.9154,2,training
MOOSE_GE_2016,05-Jun-2016 00:00:00,42.431,3.543,60.2,15.8123,0,2,245.417,1,38.1252,2,training
