cruise_name,date,latitude,longitude,pres,temp,phosphat,phosphat_q,doxy,doxy_q,psal,psal_q,categ
ALMOFRONT,02-May-1991 00:00:00,35.51085,-1.249,605.36595969633,13.03387112,0.397116734965569,2,181.577820114609,2,38.461,2,training
ALMOFRONT,02-May-1991 00:00:00,35.51085,-1.249,756.483065358193,12.97588504,0.397121461818933,2,187.088642709301,2,38.445,2,training
ALMOFRONT,02-May-1991 00:00:00,35.51085,-1.249,1019.53880820558,12.9568896,0.37668362838247,2,193.640665419239,2,38.437,2,training
ALMOFRONT,02-May-1991 00:00:00,36.07708,-1.20416,19.7537674004092,15.58725816,0.00292375654681446,2,254.005629023991,2,36.722,2,training
ALMOFRONT,02-May-1991 00:00:00,36.07708,-1.20416,35.880580634549,15.0363904,0.0584739560603902,2,236.015247236046,2,36.749,2,training
ALMOFRONT,02-May-1991 00:00:00,36.07708,-1.20416,56.141531997729,15.08437888,0.00974329547302065,2,241.218762816916,2,37.075,2,training
ALMOFRONT,02-May-1991 00:00:00,36.07708,-1.20416,95.055752516467,13.96464768,0.259046343841145,2,194.788760270014,2,37.725,2,training
ALMOFRONT,02-May-1991 00:00:00,36.07708,-1.20416,131.556569020361,13.60373432,0.230733540896666,2,193.237283169689,2,38.138,2,training
ALMOFRONT,02-May-1991 00:00:00,36.07708,-1.20416,162.718041739277,13.38778616,0.252132335530784,2,188.742264247817,2,38.242,2,training
ALMOFRONT,02-May-1991 00:00:00,36.07708,-1.20416,231.207815855539,13.1868344,0.355279074999764,2,177.643782336906,2,38.403,2,training
ALMOFRONT,02-May-1991 00:00:00,36.07708,-1.20416,352.099425926894,13.2418212,0.389319126436061,2,174.333947538534,2,38.499,2,training
ALMOFRONT,02-May-1991 00:00:00,36.07708,-1.20416,503.356196123697,13.09485648,0.389324339701662,2,181.317459564394,2,38.481,2,training
ALMOFRONT,02-May-1991 00:00:00,36.07708,-1.20416,756.31848035554,12.97388552,0.382520554369539,2,189.344833942453,2,38.448,2,training
ALMOFRONT,02-May-1991 00:00:00,36.07708,-1.20416,1022.1206309133,12.9618884,0.368896886710481,2,195.029571704899,2,38.437,2,training
ALMOFRONT,02-May-1991 00:00:00,36.12615,-1.16004,52.7144053578619,14.7414612,0.0311789631196647,2,238.900754918838,2,37.057,2,training
ALMOFRONT,02-May-1991 00:00:00,36.12615,-1.16004,60.174040027486,14.60249456,0.0789177571314362,2,231.624102033556,2,37.125,2,training
ALMOFRONT,02-May-1991 00:00:00,36.12615,-1.16004,74.6907966001526,14.23758216,0.198408175635813,2,202.435224265302,2,37.5,2,training
ALMOFRONT,02-May-1991 00:00:00,36.12615,-1.16004,110.381815530981,13.80368632,0.297940824615738,2,182.628117584739,2,37.995,2,training
ALMOFRONT,02-May-1991 00:00:00,36.12615,-1.16004,170.383751131472,13.24282096,0.335344004379596,2,180.000162501459,2,38.327,2,training
ALMOFRONT,02-May-1991 00:00:00,36.12615,-1.16004,210.730209942755,13.16883872,0.380588607476013,2,175.126864919753,2,38.396,2,training
ALMOFRONT,02-May-1991 00:00:00,36.12615,-1.16004,332.721527177299,13.2168272,0.407812998466423,2,174.98467311051,2,38.495,2,training
ALMOFRONT,02-May-1991 00:00:00,36.12615,-1.16004,504.166430262076,13.06086464,0.414632889423855,2,182.402262640298,2,38.473,2,training
ALMOFRONT,02-May-1991 00:00:00,36.12615,-1.16004,757.130725677698,12.96088864,0.401014809483825,2,189.778745771753,2,38.445,2,training
ALMOFRONT,02-May-1991 00:00:00,36.12615,-1.16004,1012.00114174225,12.94989128,0.380577848588464,2,193.77107190743,2,38.434,2,training
ALMOFRONT,03-May-1991 00:00:00,36.17296,-1.11564,52.2105999846542,14.47852432,0.0672197349569198,2,225.425308227929,2,37.255,2,training
ALMOFRONT,03-May-1991 00:00:00,36.17296,-1.11564,73.0780783107014,14.13960568,0.0467512222182142,2,232.651944529832,2,37.552,2,training
ALMOFRONT,03-May-1991 00:00:00,36.17296,-1.11564,95.9639689718565,13.88366712,0.238566738104556,2,197.858065029348,2,37.886,2,training
ALMOFRONT,03-May-1991 00:00:00,36.17296,-1.11564,251.791220837432,13.20083104,0.382523115494689,2,174.774906329621,2,38.439,2,training
ALMOFRONT,03-May-1991 00:00:00,36.17296,-1.11564,332.6219688586,13.21582744,0.396135158081156,2,175.159026555887,2,38.489,2,training
ALMOFRONT,03-May-1991 00:00:00,36.17296,-1.11564,505.077583059359,13.06586344,0.416579522707536,2,182.532635532119,2,38.473,2,training
ALMOFRONT,03-May-1991 00:00:00,36.17296,-1.11564,757.437220307981,12.9768848,0.396146946079285,2,188.563636925446,2,38.449,2,training
ALMOFRONT,03-May-1991 00:00:00,36.17296,-1.11564,1020.10446048278,12.9568896,0.389337373239427,2,193.814399728641,2,38.436,2,training
ALMOFRONT,03-May-1991 00:00:00,36.21827,-1.07325,6.14774623402805,16.23010384,0.00292318875161787,2,244.036542004064,2,36.983,2,training
ALMOFRONT,03-May-1991 00:00:00,36.21827,-1.07325,25.2975430106914,15.54826752,0.00974373773815337,2,247.601209333334,2,37.014,2,training
ALMOFRONT,03-May-1991 00:00:00,36.21827,-1.07325,50.3963293735952,14.54550824,0.0720903011138814,2,225.600991533601,2,37.263,2,training
ALMOFRONT,03-May-1991 00:00:00,36.21827,-1.07325,70.3564039511976,14.02863232,0.237632243075631,2,199.838779004918,2,37.664,2,training
ALMOFRONT,03-May-1991 00:00:00,36.21827,-1.07325,101.509764862834,13.69371272,0.195717730966445,2,203.477649225242,2,37.916,2,training
ALMOFRONT,03-May-1991 00:00:00,36.21827,-1.07325,136.398597379611,13.4267768,0.210287545185776,2,202.128626266897,2,38.146,2,training
ALMOFRONT,03-May-1991 00:00:00,36.21827,-1.07325,201.65326002292,13.18283536,0.40980685185061,2,172.704184681946,2,38.34,2,training
ALMOFRONT,03-May-1991 00:00:00,36.21827,-1.07325,242.207452516721,13.1368464,0.438015949655337,2,172.130209313242,2,38.401,2,training
ALMOFRONT,03-May-1991 00:00:00,36.21827,-1.07325,323.035067628849,13.23082384,0.416575493973223,2,174.292017211978,2,38.486,2,training
ALMOFRONT,03-May-1991 00:00:00,36.21827,-1.07325,484.373795165824,13.10585384,0.431176385456461,2,184.485896567137,2,38.482,2,training
ALMOFRONT,03-May-1991 00:00:00,36.21827,-1.07325,757.440251294263,12.96988648,0.368894142385466,2,190.039185216427,2,38.447,2,training
ALMOFRONT,03-May-1991 00:00:00,36.21827,-1.07325,1015.75520968949,12.95389032,0.355270617377695,2,198.501415217816,2,38.435,2,training
ALMOFRONT,03-May-1991 00:00:00,36.31687,-0.5831,6.14779963244092,16.18911368,0.00292362818264624,2,245.114806998222,2,36.781,2,training
ALMOFRONT,03-May-1991 00:00:00,36.31687,-0.5831,27.7168216918252,15.64724376,0.00292308434442961,2,250.515954394139,2,37.031,2,training
ALMOFRONT,03-May-1991 00:00:00,36.31687,-0.5831,45.3565812481359,14.74745976,0.0311762024086699,2,239.314314815808,2,37.176,2,training
ALMOFRONT,03-May-1991 00:00:00,36.31687,-0.5831,66.0220629846427,14.22958408,0.200650067266843,2,205.607830239805,2,37.489,2,training
ALMOFRONT,03-May-1991 00:00:00,36.31687,-0.5831,85.9837008673112,13.83567864,0.115888981375949,2,219.190911826432,2,37.727,2,training
ALMOFRONT,03-May-1991 00:00:00,36.31687,-0.5831,106.652924348364,13.7816916,0.185965172260751,2,203.464317332512,2,38.027,2,training
ALMOFRONT,03-May-1991 00:00:00,36.31687,-0.5831,131.155982435483,13.41577944,0.172320370841566,2,209.553462838764,2,38.135,2,training
ALMOFRONT,03-May-1991 00:00:00,36.31687,-0.5831,149.913217888704,13.41477968,0.214172357931163,2,202.466344393949,2,38.205,2,training
ALMOFRONT,03-May-1991 00:00:00,36.31687,-0.5831,342.921467856222,13.23582264,0.411709570390172,2,174.856548285584,2,38.484,2,training
ALMOFRONT,03-May-1991 00:00:00,36.31687,-0.5831,389.861812609444,13.21582744,0.426305077723516,2,175.374668672976,2,38.497,2,training
ALMOFRONT,03-May-1991 00:00:00,36.31687,-0.5831,757.952470081282,12.99688,0.411719065235983,2,189.909151961205,2,38.453,2,training
ALMOFRONT,03-May-1991 00:00:00,36.31687,-0.5831,1010.90459009627,12.96788696,0.398096871823836,2,195.203313437758,2,38.438,2,training
ALMOFRONT,03-May-1991 00:00:00,36.24965,-0.3387,29.7325479389865,16.0111564,0.00292344761441492,2,247.828621785002,2,36.864,2,training
ALMOFRONT,03-May-1991 00:00:00,36.24965,-0.3387,50.5980772580649,14.6164912,0.0438401645331079,2,236.04095649386,2,37.218,2,training
ALMOFRONT,03-May-1991 00:00:00,36.24965,-0.3387,70.1549720737681,14.11961048,0.270764674887421,2,195.209492593403,2,37.566,2,training
ALMOFRONT,03-May-1991 00:00:00,36.24965,-0.3387,100.804256081582,13.65972088,0.242449799775072,2,196.957558755753,2,37.952,2,training
ALMOFRONT,03-May-1991 00:00:00,36.24965,-0.3387,191.566821076569,13.20882912,0.352366574946984,2,180.556669032197,2,38.374,2,training
ALMOFRONT,03-May-1991 00:00:00,36.24965,-0.3387,312.842580903619,13.24082144,0.40684030306995,2,175.116089686585,2,38.493,2,training
ALMOFRONT,03-May-1991 00:00:00,36.24965,-0.3387,373.505070501959,13.1918332,0.428252313425361,2,175.938348092901,2,38.495,2,training
ALMOFRONT,03-May-1991 00:00:00,36.24965,-0.3387,504.575956853144,13.07886032,0.42825836663077,2,181.143960732785,2,38.476,2,training
ALMOFRONT,03-May-1991 00:00:00,36.24965,-0.3387,757.94796600891,12.97288576,0.406854225638852,2,189.214736452174,2,38.447,2,training
ALMOFRONT,03-May-1991 00:00:00,36.24965,-0.3387,1053.21986081729,12.95788936,0.400044448608857,2,194.638950755933,2,38.435,2,training
ALMOFRONT,03-May-1991 00:00:00,36.11815,-0.18792,30.8409384141979,15.37031024,0.013643060099387,2,247.798764748442,2,36.834,2,training
ALMOFRONT,03-May-1991 00:00:00,36.11815,-0.18792,44.7509834456266,14.82544104,0.0204613011250409,2,247.685562911206,2,37.05,2,training
ALMOFRONT,03-May-1991 00:00:00,36.11815,-0.18792,64.9119991687768,14.25857712,0.208450988252173,2,207.920261880535,2,37.433,2,training
ALMOFRONT,03-May-1991 00:00:00,36.11815,-0.18792,82.9576442231748,14.14360472,0.248359215526871,2,199.073086396738,2,37.588,2,training
ALMOFRONT,03-May-1991 00:00:00,36.11815,-0.18792,103.122092755189,13.7167072,0.349555096759507,2,183.194703307645,2,37.956,2,training
ALMOFRONT,03-May-1991 00:00:00,36.11815,-0.18792,127.120147956143,13.60773336,0.315435072534799,2,185.206921695602,2,38.13,2,training
ALMOFRONT,03-May-1991 00:00:00,36.11815,-0.18792,153.238595502187,13.42877632,0.30860129045265,2,188.314064900752,2,38.212,2,training
ALMOFRONT,03-May-1991 00:00:00,36.11815,-0.18792,303.049822892796,13.19283296,0.436048775030212,2,174.640866331795,2,38.464,2,training
ALMOFRONT,03-May-1991 00:00:00,36.11815,-0.18792,362.901408260972,13.18883392,0.476918768204751,2,176.459612658409,2,38.491,2,training
ALMOFRONT,03-May-1991 00:00:00,36.11815,-0.18792,604.994054042989,13.00987688,0.442863354971344,2,185.135719539622,2,38.46,2,training
ALMOFRONT,03-May-1991 00:00:00,36.11815,-0.18792,1010.68435161564,12.95489008,0.409777890180848,2,195.246650393927,2,38.435,2,training
ALMOFRONT,03-May-1991 00:00:00,36.07448,-0.13581,6.65158318517883,16.16811872,0.00292355856433571,2,250.064696394559,2,36.813,2,training
ALMOFRONT,03-May-1991 00:00:00,36.07448,-0.13581,20.5600758461079,16.19311272,0.00292354333560517,2,249.195040094422,2,36.82,2,training
ALMOFRONT,03-May-1991 00:00:00,36.07448,-0.13581,46.2628191440785,14.94941128,0.0867377881572841,2,235.319052050724,2,36.727,2,training
ALMOFRONT,03-May-1991 00:00:00,36.07448,-0.13581,58.2584400248278,15.21034864,0.0224102632800276,2,246.665986098326,2,37.034,2,training
ALMOFRONT,03-May-1991 00:00:00,36.07448,-0.13581,81.1426210683669,14.38754616,0.22310270637165,2,209.007021920216,2,37.188,2,training
ALMOFRONT,03-May-1991 00:00:00,36.07448,-0.13581,93.6442165668755,14.27257376,0.209429577262448,2,207.317004047905,2,37.404,2,training
ALMOFRONT,03-May-1991 00:00:00,36.07448,-0.13581,150.515102714927,13.7117084,0.306683482548721,2,185.390859530647,2,38.084,2,training
ALMOFRONT,03-May-1991 00:00:00,36.07448,-0.13581,261.474996988519,13.11485168,0.435099080170427,2,169.917165922154,2,38.391,2,training
ALMOFRONT,03-May-1991 00:00:00,36.07448,-0.13581,361.587754266756,13.05086704,0.428264101343002,2,176.545893749475,2,38.458,2,training
ALMOFRONT,03-May-1991 00:00:00,36.07448,-0.13581,462.755128991985,13.071862,0.415605896885439,2,181.491386519604,2,38.474,2,training
ALMOFRONT,03-May-1991 00:00:00,36.07448,-0.13581,755.610462815766,12.9618884,0.396148124902711,2,195.203523136942,2,38.445,2,training
ALMOFRONT,03-May-1991 00:00:00,36.07448,-0.13581,1010.88292533416,12.95089104,0.376684188836077,2,195.854062692482,2,38.435,2,training
ALMOFRONT,04-May-1991 00:00:00,36.44445,-1.15213,5.64393880410683,16.07514104,0.00584727812138715,2,246.76171706994,2,36.776,2,training
ALMOFRONT,04-May-1991 00:00:00,36.44445,-1.15213,50.2965284461848,14.98740216,0.00584682561535096,2,244.335311713542,2,36.88,2,training
ALMOFRONT,04-May-1991 00:00:00,36.44445,-1.15213,70.0553625166229,14.52751256,0.103276780228794,2,227.713051910794,2,37.103,2,training
ALMOFRONT,04-May-1991 00:00:00,36.44445,-1.15213,110.788244765448,13.97564504,0.145101884017382,2,214.893248312712,2,37.753,2,training
ALMOFRONT,04-May-1991 00:00:00,36.44445,-1.15213,141.141066220414,13.65372232,0.137283700675957,2,210.145939176868,2,38.022,2,training
ALMOFRONT,04-May-1991 00:00:00,36.44445,-1.15213,201.859032263811,13.32980008,0.291066278824478,2,186.565875238693,2,38.267,2,training
ALMOFRONT,04-May-1991 00:00:00,36.44445,-1.15213,374.016253287988,13.22382552,0.380563126503576,2,176.808666183481,2,38.486,2,training
ALMOFRONT,04-May-1991 00:00:00,36.44445,-1.15213,443.683651277603,13.17583704,0.395161853024446,2,177.196772614101,2,38.489,2,training
ALMOFRONT,04-May-1991 00:00:00,36.44445,-1.15213,605.617828547463,13.05786536,0.388354206814177,2,184.702119730302,2,38.47,2,training
ALMOFRONT,04-May-1991 00:00:00,36.44445,-1.15213,757.859903019439,12.99688,0.380572469284324,2,189.041194791874,2,38.453,2,training
ALMOFRONT,04-May-1991 00:00:00,36.44445,-1.15213,1013.85197453478,12.971886,0.366949655321878,2,197.156205167072,2,38.439,2,training
ALMOFRONT,04-May-1991 00:00:00,36.39636,-1.19677,20.1574903879862,16.28309112,0.00292360642670265,2,247.901053960704,2,36.791,2,training
ALMOFRONT,04-May-1991 00:00:00,36.39636,-1.19677,54.9334164492101,14.84343672,0.107195711514548,2,240.511435690185,2,36.831,2,training
ALMOFRONT,04-May-1991 00:00:00,36.39636,-1.19677,74.9950245308905,14.48452288,0.169535864269131,2,228.849057545501,2,37.055,2,training
ALMOFRONT,04-May-1991 00:00:00,36.39636,-1.19677,108.77112969932,14.09361672,0.246393516971983,2,206.396584654584,2,37.685,2,training
ALMOFRONT,04-May-1991 00:00:00,36.39636,-1.19677,129.240915402994,13.62173,0.18403610258077,2,220.152068168291,2,37.894,2,training
ALMOFRONT,04-May-1991 00:00:00,36.39636,-1.19677,146.787932586599,13.32780056,0.204480907191222,2,211.6115583383,2,37.918,2,training
ALMOFRONT,04-May-1991 00:00:00,36.39636,-1.19677,404.201081502169,13.21982648,0.461343851235038,2,178.065465093607,2,38.497,2,training
ALMOFRONT,04-May-1991 00:00:00,36.39636,-1.19677,606.322641759832,13.0418692,0.461354490723575,2,186.351206357241,2,38.466,2,training
ALMOFRONT,04-May-1991 00:00:00,36.39636,-1.19677,757.553303550047,12.98388312,0.447733649131379,2,192.773496541281,2,38.449,2,training
ALMOFRONT,04-May-1991 00:00:00,36.39636,-1.19677,1010.40551411087,12.9568896,0.440924575193651,2,196.157935552782,2,38.436,2,training
ALMOFRONT,04-May-1991 00:00:00,36.39636,-1.19677,2226.96019114681,13.11985048,0.427298085010433,2,203.057260085482,2,38.435,2,training
ALMOFRONT,04-May-1991 00:00:00,36.34857,-1.24381,5.84546122944374,16.38406688,0.0029235890220928,2,248.035875252372,2,36.799,2,training
ALMOFRONT,04-May-1991 00:00:00,36.34857,-1.24381,29.7328071472793,16.16711896,0.00292361512905592,2,247.677752056285,2,36.787,2,training
ALMOFRONT,04-May-1991 00:00:00,36.34857,-1.24381,56.5461053863202,14.7614564,0.0438506700217673,2,235.670743268139,2,36.896,2,training
ALMOFRONT,04-May-1991 00:00:00,36.34857,-1.24381,76.6077730559309,14.3565536,0.126652662594833,2,222.129117312952,2,37.183,2,training
ALMOFRONT,04-May-1991 00:00:00,36.34857,-1.24381,111.089804261518,13.74370072,0.119773715262381,2,215.823016161975,2,37.847,2,training
ALMOFRONT,04-May-1991 00:00:00,36.34857,-1.24381,161.209104656276,13.48076384,0.174267752975241,2,204.346777111534,2,38.133,2,training
ALMOFRONT,04-May-1991 00:00:00,36.34857,-1.24381,184.608668376748,13.37878832,0.257000711119204,2,191.781139593967,2,38.237,2,training
ALMOFRONT,04-May-1991 00:00:00,36.34857,-1.24381,210.129078879853,13.25281856,0.311496546877308,2,183.560355796337,2,38.321,2,training
ALMOFRONT,04-May-1991 00:00:00,36.34857,-1.24381,402.583952014753,13.20582984,0.393215242911025,2,177.154664074712,2,38.489,2,training
ALMOFRONT,04-May-1991 00:00:00,36.34857,-1.24381,452.667476971318,13.1818356,0.393214950388766,2,180.321511855145,2,38.49,2,training
ALMOFRONT,04-May-1991 00:00:00,36.34857,-1.24381,756.842234792294,12.9918812,0.379599702950814,2,190.25643856295,2,38.451,2,training
ALMOFRONT,04-May-1991 00:00:00,36.34857,-1.24381,1012.83096558999,12.9668872,0.386416768005044,2,194.856081139643,2,38.438,2,training
ALMOFRONT,04-May-1991 00:00:00,36.30021,-1.28737,5.24072894491724,16.54902728,0.0136432326902288,2,247.346170380495,2,36.817,2,training
ALMOFRONT,04-May-1991 00:00:00,36.30021,-1.28737,26.2048683251881,16.09413648,0.00682173309990399,2,249.976919946086,2,36.794,2,training
ALMOFRONT,04-May-1991 00:00:00,36.30021,-1.28737,35.0749013567389,15.44229296,0.00682183462782876,2,250.639770761764,2,36.774,2,training
ALMOFRONT,04-May-1991 00:00:00,36.30021,-1.28737,53.521660724721,14.63748616,0.0750281763119645,2,238.038406359458,2,36.989,2,training
ALMOFRONT,04-May-1991 00:00:00,36.30021,-1.28737,73.5829724791349,14.36855072,0.123728343726393,2,223.126258870327,2,37.2,2,training
ALMOFRONT,04-May-1991 00:00:00,36.30021,-1.28737,101.409670185836,14.13760616,0.219133147236973,2,201.15089438645,2,37.633,2,training
ALMOFRONT,04-May-1991 00:00:00,36.30021,-1.28737,151.123193933594,13.50475808,0.254092535446995,2,191.404964401835,2,38.172,2,training
ALMOFRONT,04-May-1991 00:00:00,36.30021,-1.28737,271.671288746428,13.19483248,0.376686710889938,2,176.425548181851,2,38.426,2,training
ALMOFRONT,04-May-1991 00:00:00,36.30021,-1.28737,398.240860204014,13.2268248,0.397104327303077,2,177.413962619437,2,38.503,2,training
ALMOFRONT,04-May-1991 00:00:00,36.30021,-1.28737,555.088458846091,13.07786056,0.411712326930705,2,184.702439064427,2,38.475,2,training
ALMOFRONT,04-May-1991 00:00:00,36.30021,-1.28737,757.041243812073,12.99288096,0.376679705235808,2,191.558412967739,2,38.451,2,training
ALMOFRONT,04-May-1991 00:00:00,36.30021,-1.28737,1012.01671948886,12.98488288,0.383495600872482,2,193.901442708896,2,38.442,2,training
ALMOFRONT,04-May-1991 00:00:00,36.25095,-1.33205,5.13992223615197,17.33783792,0.00682156558293769,2,246.041676883748,2,36.827,2,training
ALMOFRONT,04-May-1991 00:00:00,36.25095,-1.33205,26.2047545921501,15.77321352,0.0204652297578356,2,249.872278446609,2,36.792,2,training
ALMOFRONT,04-May-1991 00:00:00,36.25095,-1.33205,53.3198171577394,14.70846912,0.0623629378029044,2,238.570747203685,2,36.949,2,training
ALMOFRONT,04-May-1991 00:00:00,36.25095,-1.33205,74.3891719395851,14.41753896,0.124700262933574,2,219.735143674256,2,37.225,2,training
ALMOFRONT,04-May-1991 00:00:00,36.25095,-1.33205,101.207575631665,13.88466688,0.2483109914203,2,197.329442779811,2,37.849,2,training
ALMOFRONT,04-May-1991 00:00:00,36.25095,-1.33205,131.256060826768,13.65372232,0.269682732204217,2,190.031452222312,2,38.104,2,training
ALMOFRONT,04-May-1991 00:00:00,36.25095,-1.33205,176.437196799129,13.32980008,0.345584220944892,2,180.013497278178,2,38.252,2,training
ALMOFRONT,04-May-1991 00:00:00,36.25095,-1.33205,242.409931338901,13.16883872,0.400055757812833,2,177.860889854503,2,38.397,2,training
ALMOFRONT,04-May-1991 00:00:00,36.25095,-1.33205,403.691075030693,13.23882192,0.414623944308604,2,175.201158257118,2,38.502,2,training
ALMOFRONT,04-May-1991 00:00:00,36.25095,-1.33205,555.187075463368,13.096856,0.421444538296041,2,181.96863963011,2,38.478,2,training
ALMOFRONT,04-May-1991 00:00:00,36.25095,-1.33205,757.139070077102,13.0068776,0.39322518882626,2,190.994196824827,2,38.455,2,training
ALMOFRONT,04-May-1991 00:00:00,36.25095,-1.33205,1020.61770536441,12.97388552,0.386416480537892,2,195.550524755522,2,38.439,2,training
ALMOFRONT,04-May-1991 00:00:00,36.20355,-1.37571,5.94617040860203,16.396064,0.0204647119774026,2,248.94469873369,2,36.826,2,training
ALMOFRONT,04-May-1991 00:00:00,36.20355,-1.37571,37.1913489191123,15.57326152,0.0204629151010755,2,250.571572553854,2,36.944,2,training
ALMOFRONT,04-May-1991 00:00:00,36.20355,-1.37571,46.0617406080605,14.7564576,0.0623634946741736,2,237.575734973956,2,36.937,2,training
ALMOFRONT,04-May-1991 00:00:00,36.20355,-1.37571,65.9205929593105,14.51251616,0.111060262650101,2,222.562217861983,2,37.236,2,training
ALMOFRONT,04-May-1991 00:00:00,36.20355,-1.37571,85.7812027328727,14.12960808,0.27172591126474,2,196.286447911929,2,37.629,2,training
ALMOFRONT,04-May-1991 00:00:00,36.20355,-1.37571,111.290046611095,13.64272496,0.236605171463114,2,198.300759261374,2,37.966,2,training
ALMOFRONT,04-May-1991 00:00:00,36.20355,-1.37571,242.509808716614,13.17483728,0.417572720155801,2,175.602615929645,2,38.409,2,training
ALMOFRONT,04-May-1991 00:00:00,36.20355,-1.37571,323.438354560388,13.18383512,0.437993792166959,2,175.811572908833,2,38.469,2,training
ALMOFRONT,04-May-1991 00:00:00,36.20355,-1.37571,353.81932778335,13.2418212,0.431172215562352,2,175.983633012643,2,38.495,2,training
ALMOFRONT,04-May-1991 00:00:00,36.20355,-1.37571,535.080471507042,13.07286176,0.437992162994022,2,183.487353279783,2,38.474,2,training
ALMOFRONT,04-May-1991 00:00:00,36.20355,-1.37571,757.742633860069,12.98488288,0.417559983880808,2,192.122420146972,2,38.45,2,training
ALMOFRONT,04-May-1991 00:00:00,36.20355,-1.37571,1021.52460162047,12.96488768,0.431190820086394,2,196.288227513727,2,38.437,2,training
ALMOFRONT,04-May-1991 00:00:00,36.15583,-1.4228,55.7386972506411,14.421538,0.234796123810171,2,213.356238392943,2,37.174,2,training
ALMOFRONT,04-May-1991 00:00:00,36.15583,-1.4228,75.6991372666419,14.2515788,0.234747735287631,2,197.664576114777,2,37.451,2,training
ALMOFRONT,04-May-1991 00:00:00,36.15583,-1.4228,96.4679442899117,13.9366544,0.303812636721368,2,186.47293390843,2,37.863,2,training
ALMOFRONT,04-May-1991 00:00:00,36.15583,-1.4228,141.843384776555,13.47876432,0.331001770314094,2,181.592858521868,2,38.172,2,training
ALMOFRONT,04-May-1991 00:00:00,36.15583,-1.4228,211.336014350821,13.20483008,0.379620036075247,2,176.519275384594,2,38.379,2,training
ALMOFRONT,04-May-1991 00:00:00,36.15583,-1.4228,323.235142012285,13.25081904,0.421438581402471,2,176.331041835608,2,38.497,2,training
ALMOFRONT,04-May-1991 00:00:00,36.15583,-1.4228,505.177828142977,13.06786296,0.428259322409616,2,183.444069965721,2,38.473,2,training
ALMOFRONT,04-May-1991 00:00:00,36.15583,-1.4228,757.941685269178,13.00087904,0.421452376470876,2,187.826203421666,2,38.453,2,training
ALMOFRONT,04-May-1991 00:00:00,36.15583,-1.4228,1010.18153426709,12.97888432,0.414642760169934,2,192.122058507227,2,38.441,2,training
ALMOFRONT,04-May-1991 00:00:00,36.1088,-1.46482,5.64377191167723,16.34007744,0.0487225316186816,2,247.3174351784,2,36.908,2,training
ALMOFRONT,04-May-1991 00:00:00,36.1088,-1.46482,25.5996747207432,15.77721256,0.0341048077453905,2,246.017954703263,2,36.946,2,training
ALMOFRONT,04-May-1991 00:00:00,36.1088,-1.46482,39.6101816326907,14.93941368,0.103277856114455,2,231.430022444962,2,37.089,2,training
ALMOFRONT,04-May-1991 00:00:00,36.1088,-1.46482,60.6779857328065,14.28557064,0.283467035972229,2,198.937613444929,2,37.373,2,training
ALMOFRONT,04-May-1991 00:00:00,36.1088,-1.46482,95.8626036884598,13.71070864,0.372930618993287,2,180.809748504212,2,37.931,2,training
ALMOFRONT,04-May-1991 00:00:00,36.1088,-1.46482,114.717376852896,13.58773816,0.269673904374467,2,194.320634539785,2,38.148,2,training
ALMOFRONT,04-May-1991 00:00:00,36.1088,-1.46482,140.73351539569,13.4117804,0.269659860830882,2,192.697038527058,2,38.218,2,training
ALMOFRONT,04-May-1991 00:00:00,36.1088,-1.46482,222.028180008024,13.19083344,0.393241571004992,2,176.472654919359,2,38.399,2,training
ALMOFRONT,04-May-1991 00:00:00,36.1088,-1.46482,322.123623141021,13.2418212,0.400026890357139,2,174.595154402043,2,38.494,2,training
ALMOFRONT,04-May-1991 00:00:00,36.1088,-1.46482,402.575437504484,13.19883152,0.379586430658194,2,175.634258390904,2,38.498,2,training
ALMOFRONT,04-May-1991 00:00:00,36.1088,-1.46482,756.219475627036,12.99088144,0.365972774689594,2,188.259958392128,2,38.452,2,training
ALMOFRONT,04-May-1991 00:00:00,36.1088,-1.46482,1011.79711725846,12.97088624,0.365976314061077,2,192.816398486285,2,38.439,2,training
ALMOFRONT,04-May-1991 00:00:00,36.25551,-2.02975,6.24855085334931,16.29808752,0.0136406339623706,2,243.023953430818,2,37.073,2,training
ALMOFRONT,04-May-1991 00:00:00,36.25551,-2.02975,15.8232807348938,16.28908968,0.0136406745627664,2,242.545873397924,2,37.069,2,training
ALMOFRONT,04-May-1991 00:00:00,36.25551,-2.02975,29.2285887248689,15.83319912,0.0204612097726322,2,244.696594684623,2,37.056,2,training
ALMOFRONT,04-May-1991 00:00:00,36.25551,-2.02975,49.3884538845637,14.39354472,0.159758540916891,2,209.548420746871,2,37.34,2,training
ALMOFRONT,04-May-1991 00:00:00,36.25551,-2.02975,70.1550082931977,14.0016388,0.263914654227261,2,194.615957700893,2,37.73,2,training
ALMOFRONT,04-May-1991 00:00:00,36.25551,-2.02975,100.703481203558,13.66272016,0.285264530917791,2,187.212899716519,2,38.083,2,training
ALMOFRONT,04-May-1991 00:00:00,36.25551,-2.02975,160.80436564942,13.3168032,0.243368988624153,2,198.721814081304,2,38.253,2,training
ALMOFRONT,04-May-1991 00:00:00,36.25551,-2.02975,251.490368456595,13.3118044,0.375706372664139,2,176.903937787373,2,38.451,2,training
ALMOFRONT,04-May-1991 00:00:00,36.25551,-2.02975,343.82803568813,13.2418212,0.409761733706743,2,175.507220322061,2,38.488,2,training
